URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Delahaye_235,Delahaye 235,Delahaye 235 is a luxury car built by French manufacturer Delahaye from 1951 until 1954. Presented at the 1951 Paris Auto Salon the 235 was an attempt at updating the pre-war Type 135 for the 1950s. Delahaye did need a boost as combined production of the Types 135 and 175 (and long wheelbase 178/180) had dropped to an abysmal 77 by 1951. Most noticeable was the new modern ponton-style bodywork with the full width front designed by chief designer Philippe Charbonneaux.,NULL,NULL,NULL,NULL,NULL,NULL,Luxury vehicle,http://dbpedia.org/resource/Luxury_vehicle,Philippe Charbonneaux,http://dbpedia.org/resource/Philippe_Charbonneaux,Philippe Charbonneaux,http://dbpedia.org/resource/Philippe_Charbonneaux,Delahaye_235__1,http://dbpedia.org/resource/Delahaye_235__1,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",4.55,Delahaye,http://dbpedia.org/resource/Delahaye,NULL,NULL,NULL,NULL,Delahaye 135,http://dbpedia.org/resource/Delahaye_135,NULL,NULL,NULL,NULL,Delahaye 175,http://dbpedia.org/resource/Delahaye_175,NULL,NULL,NULL,NULL,200px-Delahaye_235.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Delahaye_235.jpg/200px-Delahaye_235.jpg,4-speed pre-selector (Cotal),NULL,NULL,NULL,NULL,1.1e+06,2.95,1.73,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Delahaye_235.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4c/Delahaye_235.jpg,Delahaye 235
http://dbpedia.org/resource/Packard-Bentley,Packard-Bentley,The Packard-Bentley Mavis is a vintage racing car built by VSCC member Chris Williams. It is powered by a 42 litre Packard V12 developing 1500 bhp (1100 kW). This engine is a Packard 4M 2500 from a World War 2 PT boat. The car debuted at the Cholmondeley Pageant of Power in July 2010 and is planned to become a regular appearance at VSCC events alongside Williams' other Bentley special the Napier Lion Bastard.,NULL,NULL,NULL,NULL,Open-wheel car,http://dbpedia.org/resource/Open-wheel_car,NULL,NULL,NULL,NULL,NULL,NULL,Packard-Bentley__1,http://dbpedia.org/resource/Packard-Bentley__1,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Napier-Bentley,http://dbpedia.org/resource/Napier-Bentley,NULL,NULL,NULL,NULL,{Napier-Bentley|Napier-Railton},{http://dbpedia.org/resource/Napier-Bentley|http://dbpedia.org/resource/Napier-Railton},NULL,NULL,NULL,NULL,200px-Packard_Bentley.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Packard_Bentley.jpg/200px-Packard_Bentley.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Packard_Bentley.jpg,http://upload.wikimedia.org/wikipedia/commons/7/75/Packard_Bentley.jpg,NULL
http://dbpedia.org/resource/Hyundai_Blue-Will,Hyundai Blue-Will,Hyundai Blue-Will is the first dedicated plug-in petrol-electric vehicle designed by Hyundai Motor Company. The vehicle is a concept car that has debuted at the 2009 Seoul Motor Show in Korea the 2010 Detroit Auto Show and most recently the 2010 Sydney Motor Show. The hybrid power-train is based on the same Blue Drive architecture that Hyundai unveiled at the 2008 Los Angeles Auto Show.,South Korea,http://dbpedia.org/resource/South_Korea,NULL,NULL,Hatchback,http://dbpedia.org/resource/Hatchback,Plug-in hybrid,http://dbpedia.org/resource/Plug-in_hybrid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hyundai,http://dbpedia.org/resource/Hyundai,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Hyundai_Blue_Will_concept_--_2010_DC.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Hyundai_Blue_Will_concept_--_2010_DC.jpg/200px-Hyundai_Blue_Will_concept_--_2010_DC.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Hyundai_Blue_Will_concept_--_2010_DC.jpg,http://upload.wikimedia.org/wikipedia/commons/f/fb/Hyundai_Blue_Will_concept_--_2010_DC.jpg,Blue-Will
http://dbpedia.org/resource/Tempo_Trax,Tempo Trax,The Tempo Trax is a series of Multi Utility Vehicles (MUVs) built by Force Motors in Pune India. There has also been an SUV version called the Gama especially aimed at private buyers while the vehicle also receives many additional names such as Cruiser Gurkha and Judo. The vehicles are of simple and durable construction suited for the severe conditions found in the Indian countryside.,NULL,NULL,NULL,NULL,NULL,NULL,{Pickup truck|Sport utility vehicle|Van},{http://dbpedia.org/resource/Pickup_truck|http://dbpedia.org/resource/Sport_utility_vehicle|http://dbpedia.org/resource/Van},NULL,NULL,NULL,NULL,{Tempo_Trax__1|Tempo_Trax__2|Tempo_Trax__3|Tempo_Trax__4},{http://dbpedia.org/resource/Tempo_Trax__1|http://dbpedia.org/resource/Tempo_Trax__2|http://dbpedia.org/resource/Tempo_Trax__3|http://dbpedia.org/resource/Tempo_Trax__4},NULL,NULL,{Automobile layout|Four-wheel drive|Front-engine design},{http://dbpedia.org/resource/Automobile_layout|http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design},NULL,Force Motors,http://dbpedia.org/resource/Force_Motors,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Bajaj_Tempo_Tempo_Trax_Judo_4x4_frontleft_2008-05-11_U.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Bajaj_Tempo_Tempo_Trax_Judo_4x4_frontleft_2008-05-11_U.jpg/200px-Bajaj_Tempo_Tempo_Trax_Judo_4x4_frontleft_2008-05-11_U.jpg,{5-speed manual|High/low-range for 4x4 versions},NULL,NULL,NULL,NULL,NULL,NULL,1.66,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Bajaj_Tempo_Tempo_Trax_Judo_4x4_frontleft_2008-05-11_U.jpg,http://upload.wikimedia.org/wikipedia/commons/9/98/Bajaj_Tempo_Tempo_Trax_Judo_4x4_frontleft_2008-05-11_U.jpg,{Tempo Gama|Tempo Trax}
http://dbpedia.org/resource/Splitter_tour_bus,Splitter tour bus,Splitter tour buses (also known as splitter vans or splitter buses) are specially converted vehicles commonly used by bands to travel on tour. Their principal defining feature is a bulkhead placed halfway down the vehicle in front of which are situated seats for carrying passengers and behind which is an area for storing equipment. Splitter buses tend to be built on normal van chassis and the most common base vehicle used is the Mercedes-Benz Sprinter.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Splittertourbus.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Splittertourbus.jpg/200px-Splittertourbus.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Splittertourbus.jpg,http://upload.wikimedia.org/wikipedia/commons/9/96/Splittertourbus.jpg,Splitter tour bus
http://dbpedia.org/resource/Splitter_tour_bus__Mercedes-Benz_Sprinter__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Splitter tour bus,http://dbpedia.org/resource/Splitter_tour_bus,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Mercedes-Benz Sprinter
http://dbpedia.org/resource/Huayra_Pronello_Ford,Huayra Pronello Ford,Huayra Pronello Ford is an Argentine racing car built in 1969. It was designed by Heriberto Pronello for the official Ford Sports-Prototype team. The Huayra was powered by a five-liter Ford V8 producing 430 hp with four Weber 48/48 IDF carburetors. Driven by Carlos Pascualini and future competitive Formula One driver Carlos Reutemann it was the fastest car in both qualifying and race in nearly all of Argentina's Turismo Carretera races in 1969.,NULL,NULL,NULL,NULL,NULL,NULL,Sport_Prototipo,http://dbpedia.org/resource/Sport_Prototipo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.105,NULL,NULL,4.35,Heriberto_Pronello,http://dbpedia.org/resource/Heriberto_Pronello,1970-01-01T00:00:00+02:00,1968-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Chevit%C3%BA|Chevytres|Falcon_F-100|Garrafa|Liebre_MkII_Torino|Torino_Crespi|Trueno_Naranja},{http://dbpedia.org/resource/Chevit%C3%BA|http://dbpedia.org/resource/Chevytres|http://dbpedia.org/resource/Falcon_F-100|http://dbpedia.org/resource/Garrafa|http://dbpedia.org/resource/Liebre_MkII_Torino|http://dbpedia.org/resource/Torino_Crespi|http://dbpedia.org/resource/Trueno_Naranja},NULL,NULL,NULL,NULL,200px-Huayra_Pronello_Ford.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Huayra_Pronello_Ford.jpg/200px-Huayra_Pronello_Ford.jpg,rear wheel drive,NULL,NULL,NULL,NULL,NULL,NULL,1.88,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Huayra_Pronello_Ford.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2a/Huayra_Pronello_Ford.jpg,Huayra Pronello Ford
http://dbpedia.org/resource/Lotus_Etna,Lotus Etna,The Lotus Etna was a one-off concept car designed by Giorgetto Giugiaro who also designed the Lotus Esprit. It premiered at the 1984 British International Motor Show. It is powered by a 4.0-liter V8 of Lotus design code-named the Type 909.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Giorgetto Giugiaro,http://dbpedia.org/resource/Giorgetto_Giugiaro,Giorgetto Giugiaro,http://dbpedia.org/resource/Giorgetto_Giugiaro,Lotus_Etna__1,http://dbpedia.org/resource/Lotus_Etna__1,NULL,NULL,NULL,NULL,NULL,Lotus Cars,http://dbpedia.org/resource/Lotus_Cars,1984-01-01T00:00:00+02:00,1984-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-1984_Lotus_Etna.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/1984_Lotus_Etna.jpg/200px-1984_Lotus_Etna.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1984_Lotus_Etna.jpg,http://upload.wikimedia.org/wikipedia/commons/8/8b/1984_Lotus_Etna.jpg,Lotus Etna
http://dbpedia.org/resource/Mercedes-Benz_Vision_SLA,Mercedes-Benz Vision SLA,The Mercedes-Benz Vision SLA was a concept car the was shown at the Detroit International Auto Show in January 2000. The two-seater convertible concept car was based on the Mercedes-Benz A-Class and was only 3.77 m long. The body was constructed with aluminum and plastic to keep the weight down and its distinctive pointed front design became a feature of the 2004 Mercedes-Benz SLK. The SLA's engine was a 4-cylinder 1.9 L from the A-Class producing 92 kW .,NULL,NULL,NULL,NULL,Convertible,http://dbpedia.org/resource/Convertible,{Concept car|Sports car},{http://dbpedia.org/resource/Concept_car|http://dbpedia.org/resource/Sports_car},NULL,NULL,NULL,NULL,Mercedes-Benz_Vision_SLA__1,http://dbpedia.org/resource/Mercedes-Benz_Vision_SLA__1,NULL,NULL,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.77,Daimler AG,http://dbpedia.org/resource/Daimler_AG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mercedes-Benz A-Class,http://dbpedia.org/resource/Mercedes-Benz_A-Class,NULL,NULL,NULL,NULL,200px-Vision_SLA.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Vision_SLA.jpg/200px-Vision_SLA.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Vision_SLA.jpg,http://upload.wikimedia.org/wikipedia/commons/2/2a/Vision_SLA.jpg,Mercedes-Benz Vision SLA
http://dbpedia.org/resource/Cadillac_Urban_Luxury_Concept,Cadillac Urban Luxury Concept,The Cadillac Urban Luxury Concept (ULC) is a gasoline-electric hybrid four-seat city concept car from Cadillac unveiled at the 2010 Los Angeles Auto Show. The vehicle features touchpad screens and projected displays that take the place of traditional gauges. The ULC is designed for a turbocharged 1.0-liter three-cylinder engine with a dual-clutch transmission and a hybrid propulsion system that employs electric assist technology engine start-stop function brake energy regeneration.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cadillac,http://dbpedia.org/resource/Cadillac,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Cadillac_ULC_concept_--_2011_DC.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Cadillac_ULC_concept_--_2011_DC.jpg/200px-Cadillac_ULC_concept_--_2011_DC.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Cadillac_ULC_concept_--_2011_DC.jpg,http://upload.wikimedia.org/wikipedia/commons/6/69/Cadillac_ULC_concept_--_2011_DC.jpg,Cadillac Urban Luxury Concept
http://dbpedia.org/resource/BMW_Vision_ConnectedDrive,BMW Vision ConnectedDrive,The Vision ConnectedDrive is a two-seater sports car concept built by BMW featuring new advanced driver assistance aids. It had its world premiere at the 2011 Geneva Motor Show. Unlike previously named Vision concept cars BMW has no intention to build this vehicle but to show off its latest design and technology developments.,NULL,NULL,NULL,NULL,NULL,NULL,Concept car,http://dbpedia.org/resource/Concept_car,Juliane_Blasi,http://dbpedia.org/resource/Juliane_Blasi,Juliane_Blasi,http://dbpedia.org/resource/Juliane_Blasi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-TheBMWVisionConnectedDrive.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/TheBMWVisionConnectedDrive.jpg/200px-TheBMWVisionConnectedDrive.jpg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,TheBMWVisionConnectedDrive.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a3/TheBMWVisionConnectedDrive.jpg,BMW Vision ConnectedDrive
http://dbpedia.org/resource/Tata_Pixel,Tata Pixel,The Tata Pixel is a rear-engined four-passenger city car unveiled on 1 March 2011 by Tata Motors at the 81st International Motor Show in Geneva and aimed primarily at the European market. It is based on the Tata Nano platform.,NULL,NULL,NULL,NULL,NULL,NULL,City car,http://dbpedia.org/resource/City_car,NULL,NULL,NULL,NULL,Tata_Pixel__1,http://dbpedia.org/resource/Tata_Pixel__1,NULL,1.652,Rear-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear-engine,_rear-wheel-drive_layout",3.099,Tata Motors,http://dbpedia.org/resource/Tata_Motors,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Tata.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Tata.jpg/200px-Tata.jpg,infinitely variable toroidal traction-drive,NULL,NULL,NULL,NULL,600000.0,2.23,1.495,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Tata.jpg,http://upload.wikimedia.org/wikipedia/commons/3/3e/Tata.jpg,Tata Pixel
http://dbpedia.org/resource/Chevrolet_Caprice_9C1_Police,Chevrolet Caprice 9C1 Police,The Chevrolet Caprice 9C1 Police package was introduced with the 1986 model year for the new base model Caprice. (The Impala sedan was dropped) The 9C1 Caprice was available with the 4.3 L V6 or the 5.7L (350 cid) V8 engine only. Both engines were equipped with the Turbo-hydramatic 700R-4 transmission and a 3.08:1 axle.,NULL,NULL,GM B platform,http://dbpedia.org/resource/GM_B_platform,NULL,NULL,Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",NULL,{Chevrolet|General Motors},{http://dbpedia.org/resource/Chevrolet|http://dbpedia.org/resource/General_Motors},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Chevrolet Caprice 9C1 Police
http://dbpedia.org/resource/Mazda_Kazamai,Mazda Kazamai,The Mazda Kazamai is a concept car made by Mazda. It was first introduced at the 2008 Moscow International Automobile Salon in August and later shown at the 2009 AutoRAI Amsterdam held in April.,NULL,NULL,NULL,NULL,NULL,NULL,Crossover (automobile),http://dbpedia.org/resource/Crossover_(automobile),Laurens van den Acker,http://dbpedia.org/resource/Laurens_van_den_Acker,Laurens van den Acker,http://dbpedia.org/resource/Laurens_van_den_Acker,Mazda_Kazamai__1,http://dbpedia.org/resource/Mazda_Kazamai__1,NULL,1.5,Front-engine four-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_four-wheel-drive_layout",4.52,Mazda,http://dbpedia.org/resource/Mazda,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Mazda Furai|Mazda Hakaze Concept|Mazda Kiyora|Mazda Nagare|Mazda Ryuga|Mazda Taiki},{http://dbpedia.org/resource/Mazda_Furai|http://dbpedia.org/resource/Mazda_Hakaze_Concept|http://dbpedia.org/resource/Mazda_Kiyora|http://dbpedia.org/resource/Mazda_Nagare|http://dbpedia.org/resource/Mazda_Ryuga|http://dbpedia.org/resource/Mazda_Taiki},NULL,NULL,NULL,NULL,200px-Mazda_Kazamai_(side).JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Mazda_Kazamai_(side).JPG/200px-Mazda_Kazamai_(side).JPG,six-speed automatic,NULL,NULL,NULL,NULL,NULL,2.78,1.93,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Mazda_Kazamai_(side).JPG,http://upload.wikimedia.org/wikipedia/commons/b/b1/Mazda_Kazamai_(side).JPG,Mazda Kazamai Concept
http://dbpedia.org/resource/EVcort,EVcort,EVcort The EVcort was an experimental electric car produced from 1981 to 1994 by Electric Vehicle Associates of Cleveland OH and later by Soleq Corp. of Chicago IL. It consisted of a stock body and transmission from the Ford Escort refitted with an electric propulsion system every component of which was engineered and manufactured specifically for the car.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994-01-01T00:00:00+02:00,1981-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-1988SoleqEVcortElectricCar.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/1988SoleqEVcortElectricCar.jpg/200px-1988SoleqEVcortElectricCar.jpg,4-speed manual,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1988SoleqEVcortElectricCar.jpg,http://upload.wikimedia.org/wikipedia/commons/c/ce/1988SoleqEVcortElectricCar.jpg,EVcort
http://dbpedia.org/resource/Honda_Odyssey_(North_America)__Fourth_generation_RL5_North_America__1,NULL,NULL,{Lincoln Alabama|United States},"{http://dbpedia.org/resource/Lincoln,_Alabama|http://dbpedia.org/resource/United_States}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Honda_Odyssey_(North_America)__Fourth_generation_RL5_North_America__1__1,http://dbpedia.org/resource/Honda_Odyssey_(North_America)__Fourth_generation_RL5_North_America__1__1,NULL,1.73736,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",5.15366,NULL,NULL,NULL,2011-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Acura MDX|Acura TL|Acura TSX|Honda Accord|Honda Elysion|Honda Pilot},{http://dbpedia.org/resource/Acura_MDX|http://dbpedia.org/resource/Acura_TL|http://dbpedia.org/resource/Acura_TSX|http://dbpedia.org/resource/Honda_Accord|http://dbpedia.org/resource/Honda_Elysion|http://dbpedia.org/resource/Honda_Pilot},NULL,NULL,NULL,NULL,NULL,NULL,{5-speed automatic|6-speed automatic (Touring Elite model)},Honda Odyssey (North America),http://dbpedia.org/resource/Honda_Odyssey_(North_America),NULL,NULL,NULL,2.99974,2.01168,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fourth generation RL5 (North America)
http://dbpedia.org/resource/The_Bullet_Project,The Bullet Project,The Bullet Project is a project that aims to stimulate the minds of Australia's future generations. This is to be achieved through the construction of a vehicle called The Silver Bullet RV-1. The Project founders Paul Noone a vehicle restorer/builder and Mark Stephenson Specialist in Brand Development Multimedia Marketing Concepts Business Services and Presentation are building the vehicle using Australian technology and resources.,NULL,NULL,NULL,NULL,NULL,NULL,Land speed record,http://dbpedia.org/resource/Land_speed_record,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-Logoteam.png,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Logoteam.png/200px-Logoteam.png,NULL,NULL,NULL,NULL,NULL,3e+06,NULL,1.723,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Logoteam.png,http://upload.wikimedia.org/wikipedia/commons/f/f5/Logoteam.png,The Bullet Project
http://dbpedia.org/resource/DAX_Rush,DAX Rush,The Dax Rush is a lightweight two-seater sports car. It is offered as a kit and is a popular choice among Kit Car builders. It has a multi-tube triangulated steel space frame chassis front engine and rear wheel or four wheel drive. The body is constructed in Glass-Reinforced Polymer (GRP) with optional aluminium side panels and bonnet. It complies with the Single Vehicle Approval (SVA) scheme.,NULL,NULL,NULL,NULL,Roadster (automobile),http://dbpedia.org/resource/Roadster_(automobile),Sports car,http://dbpedia.org/resource/Sports_car,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.02,{Four-wheel drive|Front-engine rear-wheel-drive layout},"{http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout}",3.31,Dax Cars,http://dbpedia.org/resource/Dax_Cars,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200px-DAX_Rush_Front.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/DAX_Rush_Front.jpg/200px-DAX_Rush_Front.jpg,NULL,NULL,NULL,NULL,NULL,NULL,2.31,1.855,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,DAX_Rush_Front.jpg,http://upload.wikimedia.org/wikipedia/commons/a/ac/DAX_Rush_Front.jpg,NULL
