,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,EXITSn_hourly
5680,A034,R170,03-06-01,05-24-11,00:02:22,OPEN,5656554,2481159,28.0
5681,A034,R170,03-06-01,05-24-11,01:00:00,REGULAR,5656593,2481166,7.0
5682,A034,R170,03-06-01,05-24-11,05:00:00,DOOR,5656620,2481173,7.0
5683,A034,R170,03-06-01,05-24-11,06:43:02,DOOR,5656631,2481189,16.0
5684,A034,R170,03-06-01,05-24-11,06:46:59,OPEN,5656631,2481189,0.0
5685,A034,R170,03-06-01,05-24-11,06:47:35,DOOR,5656631,2481189,0.0
5686,A034,R170,03-06-01,05-24-11,06:48:40,OPEN,5656631,2481189,0.0
5687,A034,R170,03-06-01,05-24-11,06:49:15,TS,5656631,2481189,0.0
5688,A034,R170,03-06-01,05-24-11,06:53:43,VLT,5656632,2481189,0.0
5689,A034,R170,03-06-01,05-24-11,08:19:52,OPN,5656697,2481342,153.0
5690,A034,R170,03-06-01,05-24-11,09:00:00,TS,5656768,2481462,120.0
5691,A034,R170,03-06-01,05-24-11,09:25:47,DOOR,5656804,2481536,74.0
5692,A034,R170,03-06-01,05-24-11,10:03:17,OPEN,5656848,2481619,83.0
5693,A034,R170,03-06-01,05-24-11,11:45:23,DOOR,5656974,2481749,130.0
5694,A034,R170,03-06-01,05-24-11,11:59:48,OPEN,5656995,2481778,29.0
5695,A034,R170,03-06-01,05-24-11,12:37:27,DOOR,5657056,2481832,54.0
5696,A034,R170,03-06-01,05-24-11,13:00:00,OPEN,5657086,2481868,36.0
5697,A034,R170,03-06-01,05-24-11,13:02:28,DOOR,5657088,2481878,10.0
5698,A034,R170,03-06-01,05-24-11,14:08:24,OPEN,5657217,2481971,93.0
5699,A034,R170,03-06-01,05-24-11,14:49:57,DOOR,5657313,2482024,53.0
5700,A034,R170,03-06-01,05-24-11,15:06:22,OPEN,5657357,2482052,28.0
5701,A034,R170,03-06-01,05-24-11,15:12:23,DOOR,5657374,2482060,8.0
5702,A034,R170,03-06-01,05-24-11,15:31:44,OPEN,5657438,2482092,32.0
5703,A034,R170,03-06-01,05-24-11,15:36:44,DOOR,5657456,2482108,16.0
5704,A034,R170,03-06-01,05-24-11,15:43:49,OPEN,5657481,2482139,31.0
5705,A034,R170,03-06-01,05-24-11,15:47:19,DOOR,5657495,2482142,3.0
5706,A034,R170,03-06-01,05-24-11,15:53:22,OPEN,5657513,2482152,10.0
5707,A034,R170,03-06-01,05-24-11,16:05:01,DOOR,5657562,2482165,13.0
5708,A034,R170,03-06-01,05-24-11,16:09:30,OPEN,5657575,2482170,5.0
5709,A034,R170,03-06-01,05-24-11,16:17:40,DOOR,5657606,2482187,17.0
5710,A034,R170,03-06-01,05-24-11,16:18:32,OPEN,5657613,2482187,0.0
5711,A034,R170,03-06-01,05-24-11,16:25:44,DOOR,5657641,2482192,5.0
5712,A034,R170,03-06-01,05-24-11,16:37:03,OPEN,5657691,2482224,32.0
5713,A034,R170,03-06-01,05-24-11,16:48:35,DOOR,5657740,2482267,43.0
5714,A034,R170,03-06-01,05-24-11,17:00:00,OPEN,5657788,2482306,39.0
5715,A034,R170,03-06-01,05-24-11,17:03:34,DOOR,5657808,2482308,2.0
5716,A034,R170,03-06-01,05-24-11,17:08:26,OPEN,5657834,2482313,5.0
5717,A034,R170,03-06-01,05-24-11,17:13:27,DOOR,5657857,2482324,11.0
5718,A034,R170,03-06-01,05-24-11,17:47:48,OPEN,5658033,2482457,133.0
5719,A034,R170,03-06-01,05-24-11,18:14:26,DOOR,5658144,2482531,74.0
5720,A034,R170,03-06-01,05-24-11,18:21:35,OPEN,5658186,2482554,23.0
5721,A034,R170,03-06-01,05-24-11,18:36:38,DOOR,5658261,2482603,49.0
5722,A034,R170,03-06-01,05-24-11,19:10:33,OPEN,5658400,2482675,72.0
5723,A034,R170,03-06-01,05-24-11,19:55:30,DOOR,5658583,2482740,65.0
5724,A034,R170,03-06-01,05-24-11,20:00:28,OPEN,5658600,2482744,4.0
5725,A034,R170,03-06-01,05-24-11,20:07:09,DOOR,5658623,2482745,1.0
5726,A034,R170,03-06-01,05-24-11,20:31:54,OPEN,5658715,2482769,24.0
5727,A034,R170,03-06-01,05-24-11,21:00:00,DOOR,5658810,2482786,17.0
5728,A034,R170,03-06-01,05-24-11,21:07:36,OPEN,5658829,2482794,8.0
5729,A034,R170,03-06-01,05-25-11,00:09:35,DOOR,5659203,2482865,71.0
5730,A034,R170,03-06-01,05-25-11,01:00:00,OPEN,5659245,2482872,7.0
5731,A034,R170,03-06-01,05-25-11,05:00:00,REGULAR,5659289,2482887,15.0
5732,A034,R170,03-06-01,05-25-11,07:25:42,DOOR,5659324,2482947,60.0
5733,A034,R170,03-06-01,05-25-11,07:47:06,OPEN,5659338,2482987,40.0
5734,A034,R170,03-06-01,05-25-11,08:30:18,DOOR,5659376,2483074,87.0
5735,A034,R170,03-06-01,05-25-11,09:00:00,OPEN,5659440,2483199,125.0
5736,A034,R170,03-06-01,05-25-11,11:07:02,DOOR,5659658,2483425,226.0
5737,A034,R170,03-06-01,05-25-11,11:23:55,OPEN,5659702,2483442,17.0
5738,A034,R170,03-06-01,05-25-11,11:54:09,REGULAR,5659756,2483487,45.0
5739,A034,R170,03-06-01,05-25-11,12:28:39,DOOR,5659833,2483553,66.0
5740,A034,R170,03-06-01,05-25-11,12:38:42,OPEN,5659862,2483564,11.0
5741,A034,R170,03-06-01,05-25-11,13:00:00,DOOR,5659925,2483611,47.0
5742,A034,R170,03-06-01,05-25-11,13:15:05,OPEN,5659960,2483645,34.0
5743,A034,R170,03-06-01,05-25-11,13:20:16,REGULAR,5659975,2483647,2.0
5744,A034,R170,03-06-01,05-25-11,13:38:21,DOOR,5660011,2483689,42.0
5745,A034,R170,03-06-01,05-25-11,13:48:50,OPEN,5660047,2483706,17.0
5746,A034,R170,03-06-01,05-25-11,14:04:16,DOOR,5660076,2483726,20.0
5747,A034,R170,03-06-01,05-25-11,14:26:40,DOOR,5660138,2483752,26.0
5748,A034,R170,03-06-01,05-25-11,14:40:26,OPEN,5660189,2483786,34.0
5749,A034,R170,03-06-01,05-25-11,14:53:25,DOOR,5660226,2483809,23.0
5750,A034,R170,03-06-01,05-25-11,14:55:23,OPEN,5660231,2483812,3.0
5751,A034,R170,03-06-01,05-25-11,15:09:57,DOOR,5660268,2483832,20.0
5752,A034,R170,03-06-01,05-25-11,15:25:29,OPEN,5660326,2483874,42.0
5753,A034,R170,03-06-01,05-25-11,15:25:47,DOOR,5660328,2483875,1.0
5754,A034,R170,03-06-01,05-25-11,15:31:51,OPEN,5660341,2483888,13.0
5755,A034,R170,03-06-01,05-25-11,15:42:47,DOOR,5660387,2483916,28.0
5756,A034,R170,03-06-01,05-25-11,15:45:16,OPEN,5660395,2483923,7.0
5757,A034,R170,03-06-01,05-25-11,16:08:05,DOOR,5660502,2483984,61.0
5758,A034,R170,03-06-01,05-25-11,16:23:24,OPEN,5660562,2484003,19.0
5759,A034,R170,03-06-01,05-25-11,16:24:32,DOOR,5660566,2484006,3.0
5760,A034,R170,03-06-01,05-25-11,16:49:58,OPEN,5660660,2484070,64.0
5761,A034,R170,03-06-01,05-25-11,17:00:00,DOOR,5660705,2484092,22.0
5762,A034,R170,03-06-01,05-25-11,17:01:17,OPEN,5660714,2484093,1.0
5763,A034,R170,03-06-01,05-25-11,17:15:39,DOOR,5660781,2484138,45.0
5764,A034,R170,03-06-01,05-25-11,17:26:53,OPEN,5660837,2484172,34.0
5765,A034,R170,03-06-01,05-25-11,17:28:34,DOOR,5660846,2484178,6.0
5766,A034,R170,03-06-01,05-25-11,17:38:23,OPEN,5660906,2484222,44.0
5767,A034,R170,03-06-01,05-25-11,17:57:29,DOOR,5661008,2484277,55.0
5768,A034,R170,03-06-01,05-25-11,18:40:46,OPEN,5661222,2484442,165.0
5769,A034,R170,03-06-01,05-25-11,18:57:19,DOOR,5661293,2484485,43.0
5770,A034,R170,03-06-01,05-25-11,19:23:36,OPEN,5661403,2484535,50.0
5771,A034,R170,03-06-01,05-25-11,19:46:55,DOOR,5661474,2484602,67.0
5772,A034,R170,03-06-01,05-25-11,20:06:46,OPEN,5661543,2484626,24.0
5773,A034,R170,03-06-01,05-25-11,20:22:33,DOOR,5661585,2484650,24.0
5774,A034,R170,03-06-01,05-25-11,20:22:39,OPEN,5661586,2484650,0.0
5775,A034,R170,03-06-01,05-25-11,20:36:33,DOOR,5661625,2484667,17.0
5776,A034,R170,03-06-01,05-25-11,20:57:18,OPEN,5661704,2484686,19.0
5777,A034,R170,03-06-01,05-25-11,21:00:00,DOOR,5661712,2484686,0.0
5778,A034,R170,03-06-01,05-26-11,01:00:00,OPEN,5662175,2484786,100.0
5779,A034,R170,03-06-01,05-26-11,05:00:00,REGULAR,5662235,2484798,12.0
5780,A034,R170,03-06-01,05-26-11,07:16:44,DOOR,5662251,2484836,38.0
5781,A034,R170,03-06-01,05-26-11,08:07:12,OPEN,5662281,2484913,77.0
5782,A034,R170,03-06-01,05-26-11,09:00:00,DOOR,5662375,2485062,149.0
5783,A034,R170,03-06-01,05-26-11,11:13:08,OPEN,5662583,2485273,211.0
5784,A034,R170,03-06-01,05-26-11,12:35:21,REGULAR,5662723,2485407,134.0
5785,A034,R170,03-06-01,05-26-11,13:00:00,DOOR,5662770,2485435,28.0
5786,A034,R170,03-06-01,05-26-11,13:20:24,OPEN,5662817,2485452,17.0
5787,A034,R170,03-06-01,05-26-11,13:30:39,DOOR,5662839,2485471,19.0
5788,A034,R170,03-06-01,05-26-11,13:45:18,OPEN,5662875,2485485,14.0
5789,A034,R170,03-06-01,05-26-11,14:07:28,DOOR,5662917,2485512,27.0
5790,A034,R170,03-06-01,05-26-11,14:33:31,OPEN,5662993,2485543,31.0
5791,A034,R170,03-06-01,05-26-11,14:34:16,DOOR,5662998,2485543,0.0
5792,A034,R170,03-06-01,05-26-11,14:52:21,OPEN,5663049,2485568,25.0
5793,A034,R170,03-06-01,05-26-11,14:53:53,DOOR,5663058,2485568,0.0
5794,A034,R170,03-06-01,05-26-11,15:22:12,OPEN,5663128,2485614,46.0
5795,A034,R170,03-06-01,05-26-11,15:27:56,DOOR,5663147,2485626,12.0
5796,A034,R170,03-06-01,05-26-11,15:31:44,OPEN,5663160,2485634,8.0
5797,A034,R170,03-06-01,05-26-11,15:40:16,DOOR,5663196,2485649,15.0
5798,A034,R170,03-06-01,05-26-11,15:55:25,OPEN,5663255,2485694,45.0
5799,A034,R170,03-06-01,05-26-11,16:03:06,DOOR,5663281,2485709,15.0
5800,A034,R170,03-06-01,05-26-11,16:18:01,OPEN,5663339,2485740,31.0
5801,A034,R170,03-06-01,05-26-11,16:32:40,DOOR,5663415,2485788,48.0
5802,A034,R170,03-06-01,05-26-11,16:38:47,OPEN,5663458,2485797,9.0
5803,A034,R170,03-06-01,05-26-11,16:41:24,DOOR,5663466,2485803,6.0
5804,A034,R170,03-06-01,05-26-11,16:52:11,OPEN,5663509,2485823,20.0
5805,A034,R170,03-06-01,05-26-11,17:00:00,DOOR,5663546,2485852,29.0
5806,A034,R170,03-06-01,05-26-11,17:30:07,OPEN,5663692,2485929,77.0
5807,A034,R170,03-06-01,05-26-11,17:45:12,REGULAR,5663758,2485984,55.0
5808,A034,R170,03-06-01,05-26-11,18:07:44,DOOR,5663869,2486055,71.0
5809,A034,R170,03-06-01,05-26-11,18:18:27,OPEN,5663917,2486090,35.0
5810,A034,R170,03-06-01,05-26-11,18:57:15,DOOR,5664086,2486206,116.0
5811,A034,R170,03-06-01,05-26-11,19:14:48,DOOR,5664152,2486242,36.0
5812,A034,R170,03-06-01,05-26-11,19:36:34,OPEN,5664209,2486281,39.0
5813,A034,R170,03-06-01,05-26-11,20:11:04,DOOR,5664326,2486328,47.0
5814,A034,R170,03-06-01,05-26-11,20:57:00,OPEN,5664443,2486382,54.0
5815,A034,R170,03-06-01,05-26-11,21:00:00,DOOR,5664452,2486384,2.0
5816,A034,R170,03-06-01,05-26-11,21:44:36,OPEN,5664581,2486414,30.0
5817,A034,R170,03-06-01,05-26-11,22:35:01,DOOR,5664688,2486431,17.0
5818,A034,R170,03-06-01,05-27-11,00:23:09,OPEN,5664845,2486459,28.0
5819,A034,R170,03-06-01,05-27-11,01:00:00,REGULAR,5664875,2486467,8.0
5820,A034,R170,03-06-01,05-27-11,05:00:00,REGULAR,5664929,2486478,11.0
5821,A034,R170,03-06-01,05-27-11,07:23:24,DOOR,5664958,2486510,32.0
5822,A034,R170,03-06-01,05-27-11,08:27:41,OPEN,5665013,2486605,95.0
5823,A034,R170,03-06-01,05-27-11,09:00:00,DOOR,5665067,2486667,62.0
5824,A034,R170,03-06-01,05-27-11,09:04:42,OPEN,5665078,2486674,7.0
5825,A034,R170,03-06-01,05-27-11,11:23:11,REGULAR,5665258,2486890,216.0
5826,A034,R170,03-06-01,05-27-11,11:24:40,DOOR,5665262,2486891,1.0
5827,A034,R170,03-06-01,05-27-11,11:58:08,DOOR,5665329,2486946,55.0
5828,A034,R170,03-06-01,05-27-11,13:00:00,OPEN,5665469,2487040,94.0
5829,A034,R170,03-06-01,05-27-11,13:18:27,REGULAR,5665531,2487067,27.0
5830,A034,R170,03-06-01,05-27-11,13:53:37,DOOR,5665639,2487156,89.0
5831,A034,R170,03-06-01,05-27-11,14:24:27,OPEN,5665746,2487221,65.0
5832,A034,R170,03-06-01,05-27-11,15:01:01,DOOR,5665867,2487293,72.0
5833,A034,R170,03-06-01,05-27-11,15:23:32,OPEN,5665959,2487368,75.0
5834,A034,R170,03-06-01,05-27-11,15:35:07,DOOR,5666005,2487405,37.0
5835,A034,R170,03-06-01,05-27-11,15:41:55,DOOR,5666028,2487427,22.0
5836,A034,R170,03-06-01,05-27-11,15:49:29,OPEN,5666057,2487456,29.0
5837,A034,R170,03-06-01,05-27-11,16:06:35,DOOR,5666122,2487520,64.0
5838,A034,R170,03-06-01,05-27-11,16:18:08,OPEN,5666178,2487557,37.0
5839,A034,R170,03-06-01,05-27-11,17:00:00,DOOR,5666366,2487685,128.0
5840,A034,R170,03-06-01,05-27-11,17:07:02,OPEN,5666390,2487701,16.0
5841,A034,R170,03-06-01,05-27-11,17:08:20,DOOR,5666396,2487707,6.0
5842,A034,R170,03-06-01,05-27-11,17:14:19,OPEN,5666430,2487727,20.0
5843,A034,R170,03-06-01,05-27-11,17:22:49,DOOR,5666474,2487747,20.0
5844,A034,R170,03-06-01,05-27-11,17:28:01,OPEN,5666511,2487757,10.0
5845,A034,R170,03-06-01,05-27-11,17:54:51,DOOR,5666631,2487820,63.0
5846,A034,R170,03-06-01,05-27-11,18:06:04,OPEN,5666695,2487838,18.0
5847,A034,R170,03-06-01,05-27-11,18:35:13,DOOR,5666823,2487901,63.0
5848,A034,R170,03-06-01,05-27-11,19:24:32,OPEN,5666985,2487971,70.0
5849,A034,R170,03-06-01,05-27-11,19:27:30,DOOR,5666994,2487973,2.0
5850,A034,R170,03-06-01,05-27-11,19:34:19,OPEN,5667015,2487994,21.0
5851,A034,R170,03-06-01,05-27-11,19:48:18,DOOR,5667056,2488018,24.0
5852,A034,R170,03-06-01,05-27-11,20:16:16,OPEN,5667131,2488038,20.0
5853,A034,R170,03-06-01,05-27-11,20:49:52,DOOR,5667194,2488067,29.0
5854,A034,R170,03-06-01,05-27-11,21:00:00,OPEN,5667212,2488070,3.0
5855,A034,R170,03-06-01,05-27-11,22:09:55,DOOR,5667373,2488128,58.0
5856,A034,R170,03-06-02,05-21-11,01:00:00,REGULAR,2673420,3823268,1335140.0
5857,A034,R170,03-06-02,05-21-11,05:00:00,REGULAR,2673530,3823351,83.0
5858,A034,R170,03-06-02,05-21-11,09:00:00,REGULAR,2673581,3823668,317.0
5859,A034,R170,03-06-02,05-21-11,13:00:00,REGULAR,2674020,3824381,713.0
5860,A034,R170,03-06-02,05-21-11,14:06:25,TS,2674235,3824623,242.0
5861,A034,R170,03-06-02,05-21-11,17:00:00,VLT,2675125,3825113,490.0
5862,A034,R170,03-06-02,05-21-11,21:00:00,OPN,2675924,3825702,589.0
5863,A034,R170,03-06-02,05-22-11,01:00:00,REGULAR,2676407,3825979,277.0
5864,A034,R170,03-06-02,05-22-11,05:00:00,REGULAR,2676515,3826047,68.0
5865,A034,R170,03-06-02,05-22-11,09:00:00,REGULAR,2676552,3826221,174.0
5866,A034,R170,03-06-02,05-22-11,13:00:00,REGULAR,2676716,3826706,485.0
5867,A034,R170,03-06-02,05-22-11,17:00:00,REGULAR,2677159,3827358,652.0
5868,A034,R170,03-06-02,05-22-11,21:00:00,REGULAR,2677608,3827817,459.0
5869,A034,R170,03-06-02,05-23-11,01:00:00,REGULAR,2677834,3827960,143.0
5870,A034,R170,03-06-02,05-23-11,05:00:00,REGULAR,2677851,3827973,13.0
5871,A034,R170,03-06-02,05-23-11,09:00:00,REGULAR,2677916,3828748,775.0
5872,A034,R170,03-06-02,05-23-11,13:00:00,REGULAR,2678233,3829662,914.0
5873,A034,R170,03-06-02,05-23-11,17:00:00,REGULAR,2678900,3830307,645.0
5874,A034,R170,03-06-02,05-23-11,21:00:00,REGULAR,2679856,3830796,489.0
5875,A034,R170,03-06-02,05-24-11,01:00:00,REGULAR,2680194,3830943,147.0
5876,A034,R170,03-06-02,05-24-11,05:00:00,REGULAR,2680215,3830964,21.0
5877,A034,R170,03-06-02,05-24-11,06:54:21,DOOR,2680230,3831084,120.0
5878,A034,R170,03-06-02,05-24-11,06:58:52,OPEN,2680230,3831084,0.0
5879,A034,R170,03-06-02,05-24-11,06:59:03,DOOR,2680230,3831084,0.0
5880,A034,R170,03-06-02,05-24-11,09:00:00,REGULAR,2680309,3831844,760.0
5881,A034,R170,03-06-02,05-24-11,13:00:00,REGULAR,2680628,3832751,907.0
5882,A034,R170,03-06-02,05-24-11,17:00:00,REGULAR,2681339,3833537,786.0
5883,A034,R170,03-06-02,05-24-11,21:00:00,REGULAR,2682419,3834144,607.0
5884,A034,R170,03-06-02,05-25-11,01:00:00,REGULAR,2682862,3834301,157.0
5885,A034,R170,03-06-02,05-25-11,05:00:00,REGULAR,2682898,3834347,46.0
5886,A034,R170,03-06-02,05-25-11,09:00:00,REGULAR,2682978,3835274,927.0
5887,A034,R170,03-06-02,05-25-11,13:00:00,REGULAR,2683345,3836372,1098.0
5888,A034,R170,03-06-02,05-25-11,17:00:00,REGULAR,2684144,3837086,714.0
5889,A034,R170,03-06-02,05-25-11,21:00:00,REGULAR,2685247,3837718,632.0
5890,A034,R170,03-06-02,05-26-11,01:00:00,REGULAR,2685675,3837884,166.0
5891,A034,R170,03-06-02,05-26-11,05:00:00,REGULAR,2685723,3837913,29.0
5892,A034,R170,03-06-02,05-26-11,09:00:00,REGULAR,2685805,3838796,883.0
5893,A034,R170,03-06-02,05-26-11,13:00:00,REGULAR,2686099,3839758,962.0
5894,A034,R170,03-06-02,05-26-11,17:00:00,REGULAR,2686775,3840494,736.0
5895,A034,R170,03-06-02,05-26-11,21:00:00,REGULAR,2687757,3841079,585.0
5896,A034,R170,03-06-02,05-27-11,01:00:00,REGULAR,2688132,3841284,205.0
5897,A034,R170,03-06-02,05-27-11,05:00:00,REGULAR,2688174,3841322,38.0
5898,A034,R170,03-06-02,05-27-11,09:00:00,REGULAR,2688240,3842150,828.0
5899,A034,R170,03-06-02,05-27-11,13:00:00,REGULAR,2688575,3843094,944.0
5900,A034,R170,03-06-02,05-27-11,17:00:00,REGULAR,2689602,3843862,768.0
5901,A034,R170,03-06-02,05-27-11,21:00:00,REGULAR,2690372,3844482,620.0
5902,A035,R170,00-00-00,05-21-11,01:00:00,REGULAR,133790,393577,-3450905.0
5903,A035,R170,00-00-00,05-21-11,05:00:00,REGULAR,133791,393582,5.0
5904,A035,R170,00-00-00,05-21-11,09:00:00,REGULAR,133796,393607,25.0
5905,A035,R170,00-00-00,05-21-11,13:00:00,REGULAR,133827,393713,106.0
5906,A035,R170,00-00-00,05-21-11,17:00:00,REGULAR,133915,394015,302.0
5907,A035,R170,00-00-00,05-21-11,21:00:00,REGULAR,133961,394269,254.0
5908,A035,R170,00-00-00,05-22-11,01:00:00,REGULAR,133992,394356,87.0
5909,A035,R170,00-00-00,05-22-11,05:00:00,REGULAR,133996,394360,4.0
5910,A035,R170,00-00-00,05-22-11,08:42:09,DOOR,133999,394374,14.0
5911,A035,R170,00-00-00,05-22-11,08:42:17,OPEN,133999,394374,0.0
5912,A035,R170,00-00-00,05-22-11,09:00:00,DOOR,134002,394386,12.0
5913,A035,R170,00-00-00,05-22-11,13:00:00,OPEN,134023,394434,48.0
5914,A035,R170,00-00-00,05-22-11,17:00:00,REGULAR,134058,394605,171.0
5915,A035,R170,00-00-00,05-22-11,21:00:00,REGULAR,134102,394705,100.0
5916,A035,R170,00-00-00,05-23-11,01:00:00,REGULAR,134116,394724,19.0
5917,A035,R170,00-00-00,05-23-11,05:00:00,REGULAR,134116,394726,2.0
5918,A035,R170,00-00-00,05-23-11,09:00:00,REGULAR,134153,394940,214.0
5919,A035,R170,00-00-00,05-23-11,13:00:00,REGULAR,134238,395179,239.0
5920,A035,R170,00-00-00,05-23-11,17:00:00,REGULAR,134411,395479,300.0
5921,A035,R170,00-00-00,05-23-11,21:00:00,REGULAR,134567,395931,452.0
5922,A035,R170,00-00-00,05-24-11,01:00:00,REGULAR,134612,395965,34.0
5923,A035,R170,00-00-00,05-24-11,05:00:00,REGULAR,134612,395966,1.0
5924,A035,R170,00-00-00,05-24-11,09:00:00,REGULAR,134652,396181,215.0
5925,A035,R170,00-00-00,05-24-11,13:00:00,REGULAR,134727,396439,258.0
5926,A035,R170,00-00-00,05-24-11,17:00:00,REGULAR,134875,396798,359.0
5927,A035,R170,00-00-00,05-24-11,21:00:00,REGULAR,135014,397219,421.0
5928,A035,R170,00-00-00,05-25-11,01:00:00,REGULAR,135064,397256,37.0
5929,A035,R170,00-00-00,05-25-11,05:00:00,REGULAR,135066,397257,1.0
5930,A035,R170,00-00-00,05-25-11,09:00:00,REGULAR,135109,397486,229.0
5931,A035,R170,00-00-00,05-25-11,13:00:00,REGULAR,135193,397790,304.0
5932,A035,R170,00-00-00,05-25-11,17:00:00,REGULAR,135386,398176,386.0
5933,A035,R170,00-00-00,05-25-11,21:00:00,REGULAR,135553,398579,403.0
5934,A035,R170,00-00-00,05-26-11,01:00:00,REGULAR,135602,398621,42.0
5935,A035,R170,00-00-00,05-26-11,05:00:00,REGULAR,135604,398621,0.0
5936,A035,R170,00-00-00,05-26-11,09:00:00,REGULAR,135654,398816,195.0
5937,A035,R170,00-00-00,05-26-11,13:00:00,REGULAR,135746,399096,280.0
5938,A035,R170,00-00-00,05-26-11,17:00:00,REGULAR,135971,399518,422.0
5939,A035,R170,00-00-00,05-26-11,21:00:00,REGULAR,136105,399883,365.0
5940,A035,R170,00-00-00,05-27-11,01:00:00,REGULAR,136156,399925,42.0
5941,A035,R170,00-00-00,05-27-11,05:00:00,REGULAR,136157,399925,0.0
5942,A035,R170,00-00-00,05-27-11,09:00:00,REGULAR,136192,400093,168.0
5943,A035,R170,00-00-00,05-27-11,13:00:00,REGULAR,136263,400318,225.0
5944,A035,R170,00-00-00,05-27-11,17:00:00,REGULAR,136439,400760,442.0
5945,A035,R170,00-00-00,05-27-11,21:00:00,REGULAR,136531,400964,204.0
5946,A035,R170,00-00-01,05-21-11,01:00:00,REGULAR,319621,1116481,715517.0
5947,A035,R170,00-00-01,05-21-11,05:00:00,REGULAR,319640,1116511,30.0
5948,A035,R170,00-00-01,05-21-11,09:00:00,REGULAR,319651,1116642,131.0
5949,A035,R170,00-00-01,05-21-11,13:00:00,REGULAR,319706,1117170,528.0
5950,A035,R170,00-00-01,05-21-11,17:00:00,REGULAR,319830,1118103,933.0
5951,A035,R170,00-00-01,05-21-11,21:00:00,REGULAR,319931,1118882,779.0
5952,A035,R170,00-00-01,05-22-11,01:00:00,REGULAR,320018,1119192,310.0
5953,A035,R170,00-00-01,05-22-11,05:00:00,REGULAR,320038,1119212,20.0
5954,A035,R170,00-00-01,05-22-11,08:52:01,DOOR,320052,1119259,47.0
5955,A035,R170,00-00-01,05-22-11,08:52:08,OPEN,320052,1119259,0.0
5956,A035,R170,00-00-01,05-22-11,09:00:00,DOOR,320052,1119259,0.0
5957,A035,R170,00-00-01,05-22-11,13:00:00,OPEN,320101,1119552,293.0
5958,A035,R170,00-00-01,05-22-11,17:00:00,REGULAR,320167,1120229,677.0
5959,A035,R170,00-00-01,05-22-11,21:00:00,REGULAR,320250,1120685,456.0
5960,A035,R170,00-00-01,05-23-11,01:00:00,REGULAR,320286,1120766,81.0
5961,A035,R170,00-00-01,05-23-11,05:00:00,REGULAR,320292,1120774,8.0
5962,A035,R170,00-00-01,05-23-11,09:00:00,REGULAR,320348,1121417,643.0
5963,A035,R170,00-00-01,05-23-11,13:00:00,REGULAR,320495,1122294,877.0
5964,A035,R170,00-00-01,05-23-11,17:00:00,REGULAR,320778,1123162,868.0
5965,A035,R170,00-00-01,05-23-11,21:00:00,REGULAR,321085,1124224,1062.0
5966,A035,R170,00-00-01,05-24-11,01:00:00,REGULAR,321181,1124354,130.0
5967,A035,R170,00-00-01,05-24-11,05:00:00,REGULAR,321185,1124363,9.0
5968,A035,R170,00-00-01,05-24-11,09:00:00,REGULAR,321242,1125002,639.0
5969,A035,R170,00-00-01,05-24-11,13:00:00,REGULAR,321349,1125913,911.0
5970,A035,R170,00-00-01,05-24-11,17:00:00,REGULAR,321647,1126866,953.0
5971,A035,R170,00-00-01,05-24-11,21:00:00,REGULAR,321946,1128008,1142.0
5972,A035,R170,00-00-01,05-25-11,01:00:00,REGULAR,322054,1128161,153.0
5973,A035,R170,00-00-01,05-25-11,05:00:00,REGULAR,322061,1128166,5.0
5974,A035,R170,00-00-01,05-25-11,09:00:00,REGULAR,322109,1128893,727.0
5975,A035,R170,00-00-01,05-25-11,13:00:00,REGULAR,322262,1129767,874.0
5976,A035,R170,00-00-01,05-25-11,17:00:00,REGULAR,322618,1130743,976.0
5977,A035,R170,00-00-01,05-25-11,21:00:00,REGULAR,322963,1131859,1116.0
5978,A035,R170,00-00-01,05-26-11,01:00:00,REGULAR,323103,1131998,139.0
5979,A035,R170,00-00-01,05-26-11,05:00:00,REGULAR,323115,1132003,5.0
5980,A035,R170,00-00-01,05-26-11,09:00:00,REGULAR,323171,1132607,604.0
5981,A035,R170,00-00-01,05-26-11,13:00:00,REGULAR,323343,1133579,972.0
5982,A035,R170,00-00-01,05-26-11,17:00:00,REGULAR,323706,1134523,944.0
5983,A035,R170,00-00-01,05-26-11,21:00:00,REGULAR,323976,1135613,1090.0
5984,A035,R170,00-00-01,05-27-11,01:00:00,REGULAR,324111,1135775,162.0
5985,A035,R170,00-00-01,05-27-11,05:00:00,REGULAR,324123,1135778,3.0
5986,A035,R170,00-00-01,05-27-11,09:00:00,REGULAR,324170,1136302,524.0
5987,A035,R170,00-00-01,05-27-11,13:00:00,REGULAR,324316,1137137,835.0
5988,A035,R170,00-00-01,05-27-11,17:00:00,REGULAR,324678,1138219,1082.0
5989,A035,R170,00-00-01,05-27-11,21:00:00,REGULAR,324846,1138944,725.0
5990,A035,R170,00-00-02,05-21-11,01:00:00,REGULAR,3703193,7930499,6791555.0
5991,A035,R170,00-00-02,05-21-11,05:00:00,REGULAR,3703233,7930550,51.0
5992,A035,R170,00-00-02,05-21-11,09:00:00,REGULAR,3703253,7930824,274.0
5993,A035,R170,00-00-02,05-21-11,13:00:00,REGULAR,3703340,7931740,916.0
5994,A035,R170,00-00-02,05-21-11,17:00:00,REGULAR,3703591,7933018,1278.0
5995,A035,R170,00-00-02,05-21-11,21:00:00,REGULAR,3703845,7933944,926.0
