County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Miami County Indiana,Indiana,46.7,4.5,0.3,2.5,91.8,41
Miami-Dade County Florida,Florida,51.6,18.9,1.5,65,73.8,39.4
Middlesex County Massachusetts,Massachusetts,51.4,4.7,9.3,6.5,80,39.8
Middlesex County Connecticut,Connecticut,51.2,4.7,2.6,4.7,89.2,44.1
Middlesex County New Jersey,New Jersey,50.9,9.7,21.4,18.4,58.6,38.4
Middlesex County Virginia,Virginia,50.1,18,0.3,1.5,79.2,52.2
Midland County Michigan,Michigan,50.9,1.2,1.9,2,94.5,41.8
Midland County Texas,Texas,50.9,6.6,1.3,37.7,76.9,34.8
Mifflin County Pennsylvania,Pennsylvania,51.1,0.6,0.4,1.1,97.5,43.8
Milam County Texas,Texas,50.6,10,0.4,23.3,78.1,41.8
Millard County Utah,Utah,49.1,0.1,0.6,12.8,87.6,34.6
Mille Lacs County Minnesota,Minnesota,49.8,0.4,0.3,1.4,91.1,40.4
Miller County Georgia,Georgia,52.2,28.1,0.5,1.5,69.6,43.2
Miller County Arkansas,Arkansas,50.8,24.5,0.5,2.4,71.6,38.9
Miller County Missouri,Missouri,50.2,0.4,0.3,1.4,96.7,41.3
Mills County Texas,Texas,50.5,0.5,0.2,16.6,90,47.1
Mills County Iowa,Iowa,49.7,0.4,0.4,2.4,97.2,41.9
Milwaukee County Wisconsin,Wisconsin,51.7,26.8,3.4,13.3,60.6,34.9
Miner County South Dakota,South Dakota,49.5,0.1,0.4,1.3,97.8,48.4
Mineral County Nevada,Nevada,50.8,4.1,1.1,9.1,72.5,49.3
Mineral County West Virginia,West Virginia,50.4,2.8,0.4,0.7,95.3,43.9
Mineral County Colorado,Colorado,49.2,0.3,0.1,2.9,97.3,54
Mineral County Montana,Montana,48.2,0.3,0.7,1.9,94.9,50.1
Mingo County West Virginia,West Virginia,51,1.8,0.2,0.4,97.1,42
Minidoka County Idaho,Idaho,49.4,0.4,0.4,32.4,80.2,37.1
Minnehaha County South Dakota,South Dakota,50.1,3.8,1.5,4.1,88.1,35.6
Missaukee County Michigan,Michigan,49.1,0.3,0.3,2.1,97.1,43.5
Mississippi County Arkansas,Arkansas,51.6,34,0.5,3.6,61.6,36.2
Mississippi County Missouri,Missouri,46.4,24,0.2,1.6,74.1,41.8
Missoula County Montana,Montana,49.7,0.4,1.1,2.6,92.7,35.2
Mitchell County North Carolina,North Carolina,51.2,0.4,0.3,4.1,95.3,47.3
Mitchell County Iowa,Iowa,50.7,0.2,0.3,1,98.6,45.7
Mitchell County Kansas,Kansas,49.5,0.2,0.3,1.1,98,47.7
Mitchell County Georgia,Georgia,48.1,47.7,0.5,4.4,47.9,39.2
Mitchell County Texas,Texas,38.9,11.3,0.3,37,68.4,41.6
Mobile County Alabama,Alabama,52,34.6,1.8,2.4,60.2,38
Moca Municipio Puerto Rico,Puerto Rico,50.9,4.5,0.1,99.4,89.5,35.8
Modoc County California,California,49.6,0.8,0.8,13.9,83.5,46.9
Moffat County Colorado,Colorado,48.9,0.3,0.6,14.4,90,36.6
Mohave County Arizona,Arizona,50,0.9,1.1,14.8,86.9,48.1
Moniteau County Missouri,Missouri,47.3,3.7,0.4,3.8,92.4,38.9
Monmouth County New Jersey,New Jersey,51.4,7.4,5,9.7,82.6,42.6
Mono County California,California,46.9,0.3,1.4,26.5,82.4,37.4
Monona County Iowa,Iowa,51.1,0.4,0.2,1.2,97.1,48.7
Monongalia County West Virginia,West Virginia,48.4,3.6,3.1,1.8,91,30.3
Monroe County Mississippi,Mississippi,52.5,30.9,0.2,1,67.7,41.1
Monroe County Arkansas,Arkansas,52.2,40.9,0.4,1.6,56.3,45.6
Monroe County New York,New York,51.8,15.2,3.3,7.3,76.1,40
Monroe County Alabama,Alabama,51.8,41.7,0.3,1,55.1,41.7
Monroe County Michigan,Michigan,50.7,2.1,0.6,3.1,94.4,41.1
Monroe County Pennsylvania,Pennsylvania,50.6,13.2,2.1,13.1,77.2,41
Monroe County Illinois,Illinois,50.6,0.2,0.4,1.4,98,42.2
Monroe County Tennessee,Tennessee,50.5,2.1,0.3,3.3,93.6,42.8
Monroe County Kentucky,Kentucky,50.5,2.1,0.1,2.6,95.1,43.2
Monroe County West Virginia,West Virginia,50.5,0.7,0.1,0.6,97.5,45.9
Monroe County Ohio,Ohio,50.2,0.4,0.1,0.4,98.1,45.4
Monroe County Indiana,Indiana,50.1,3.3,5.2,2.9,87.8,28.7
Monroe County Iowa,Iowa,50.1,0.3,0.4,2.1,97.4,43.7
Monroe County Missouri,Missouri,50,3,0.3,1,95.1,44.9
Monroe County Georgia,Georgia,49.8,23.7,0.8,2,73.3,42.5
Monroe County Wisconsin,Wisconsin,49.3,1.1,0.6,3.7,93.9,39.4
Monroe County Florida,Florida,46.7,5.7,1.1,20.6,89.5,46.4
Montague County Texas,Texas,51,0.3,0.3,9.8,93.2,44.5
Montcalm County Michigan,Michigan,48.3,2.3,0.4,3.1,94.3,40.1
Monterey County California,California,48.6,3.1,6.1,55.4,55.6,33.9
Montezuma County Colorado,Colorado,50.6,0.2,0.5,11,81.1,44.3
Montgomery County Mississippi,Mississippi,52.5,45.5,0.4,0.9,53,42.6
Montgomery County Alabama,Alabama,52.4,54.7,2.1,3.6,39.5,36.5
Montgomery County Maryland,Maryland,52,17.2,13.9,17,57.5,39.9
Montgomery County Ohio,Ohio,52,20.9,1.7,2.3,73.9,40.7
Montgomery County North Carolina,North Carolina,51.6,18.8,1.6,14.1,68.9,41.2
Montgomery County Pennsylvania,Pennsylvania,51.5,8.7,6.4,4.3,81.1,42
Montgomery County Iowa,Iowa,51.5,0.2,0.2,2.8,97.4,46
Montgomery County New York,New York,51.3,1.9,0.7,11.3,90.6,42.3
Montgomery County Kentucky,Kentucky,51.2,2.8,0.3,2.5,94.5,39.2
Montgomery County Tennessee,Tennessee,51,19.1,2.1,8,71,30.9
Montgomery County Kansas,Kansas,50.9,5.8,0.6,5.2,83.3,41.9
Montgomery County Texas,Texas,50.4,4.3,2.1,20.8,83.5,37
Montgomery County Arkansas,Arkansas,50.1,0.2,0.5,3.8,94.4,47.3
Montgomery County Missouri,Missouri,50,1.6,0.3,1.4,95.7,45
Montgomery County Indiana,Indiana,49.6,0.9,0.6,4.6,95.2,41.3
Montgomery County Georgia,Georgia,48.5,26.3,0.3,5.3,69,39
Montgomery County Virginia,Virginia,48.3,3.9,5.4,2.7,87.6,28.4
Montgomery County Illinois,Illinois,47.7,3.2,0.4,1.5,95.1,44.7
Montmorency County Michigan,Michigan,49.6,0.2,0.2,1,97.6,53.2
Montour County Pennsylvania,Pennsylvania,51.9,1.4,1.8,1.8,95.3,45.9
Montrose County Colorado,Colorado,50.8,0.4,0.6,19.7,86.7,43.4
Moody County South Dakota,South Dakota,49.9,0.5,1.1,1.7,81,41.4
Moore County North Carolina,North Carolina,52.2,13.4,0.9,6,80.4,46.5
Moore County Tennessee,Tennessee,50.8,2.3,0.4,1.1,95.4,44.1
Moore County Texas,Texas,48.3,1.5,6.1,52.7,72.5,31.8
Mora County New Mexico,New Mexico,48.8,0.7,0.3,81,70.9,46.2
Morehouse Parish Louisiana,Louisiana,52.1,46.9,0.4,0.9,51.3,40.8
Morgan County Georgia,Georgia,51.7,23.6,0.6,2.8,72.7,41.8
Morgan County Alabama,Alabama,50.7,11.9,0.6,7.7,79.8,40.3
Morgan County Colorado,Colorado,50.6,2.9,0.5,33.8,79.4,36.8
Morgan County Indiana,Indiana,50.4,0.3,0.4,1.2,97.7,40.6
Morgan County Missouri,Missouri,50.2,0.6,0.4,1.8,96.1,46.6
Morgan County Ohio,Ohio,50.2,2.9,0.1,0.6,93.2,43.7
Morgan County West Virginia,West Virginia,50.1,0.6,0.3,1,97.3,45.7
Morgan County Illinois,Illinois,49.8,6,0.5,2,90.9,43
Morgan County Utah,Utah,49.6,0.2,0.4,2.4,97.5,32.7
Morgan County Tennessee,Tennessee,44.9,3.7,0.2,0.9,94.4,42
Morgan County Kentucky,Kentucky,43.3,4.3,0.3,0.8,94.3,41.1
Morovis Municipio Puerto Rico,Puerto Rico,50.2,5.2,0.1,99.4,88.4,34
Morrill County Nebraska,Nebraska,50.1,0.2,0.4,13.6,91.2,44.3
Morris County Texas,Texas,51.8,23,0.3,7.8,69.7,43.9
Morris County New Jersey,New Jersey,51,3.1,9,11.5,82.6,42.4
Morris County Kansas,Kansas,50.1,0.4,0.2,3.6,96,48.2
Morrison County Minnesota,Minnesota,49.6,0.4,0.3,1.2,97.7,41.5
Morrow County Ohio,Ohio,49.9,0.3,0.3,1.1,97.7,40.2
Morrow County Oregon,Oregon,48.5,0.5,0.9,31.3,77.7,37.1
Morton County Kansas,Kansas,51.4,0.4,1.9,19.3,87.9,39.4
Morton County North Dakota,North Dakota,50.1,0.4,0.2,1.5,93.6,40.2
Motley County Texas,Texas,49.3,2,0,13.5,92.1,50.6
Moultrie County Illinois,Illinois,51.4,0.3,0.2,0.9,98.5,41.9
Mountrail County North Dakota,North Dakota,45.5,0.2,0.2,3.7,65.6,39.8
Mower County Minnesota,Minnesota,50.2,2.1,1.7,10.6,90.6,40.8
Muhlenberg County Kentucky,Kentucky,49.5,4.5,0.1,1.2,93.7,43
Multnomah County Oregon,Oregon,50.5,5.6,6.5,10.9,76.5,36.2
Murray County Minnesota,Minnesota,50.4,0.3,0.9,2.8,96.7,47.7
Murray County Georgia,Georgia,50.4,0.6,0.3,13,89.1,37
Murray County Oklahoma,Oklahoma,50.2,1.3,0.4,4.9,78,41.9
Muscatine County Iowa,Iowa,50.3,1.4,0.8,15.9,89,39.3
Muscogee County Georgia,Georgia,52.1,45.5,2.2,6.4,46.3,35.7
Muskegon County Michigan,Michigan,50.4,14.5,0.5,4.8,80,39.4
Muskingum County Ohio,Ohio,51.6,3.8,0.3,0.8,93,40.8
Muskogee County Oklahoma,Oklahoma,51.1,11.3,0.6,5.2,59.8,39
Musselshell County Montana,Montana,50.2,0.2,0.2,2.6,96.1,49.3
Nacogdoches County Texas,Texas,52.3,18.2,1.2,17.6,68.6,30.4
Naguabo Municipio Puerto Rico,Puerto Rico,52,15.9,0.2,99.2,71.1,35.1
Nance County Nebraska,Nebraska,49.9,0.2,0.1,1.7,98,46.1
Nantucket County Massachusetts,Massachusetts,48.8,6.8,1.2,9.4,87.6,40.4
Napa County California,California,50.1,2,6.8,32.2,71.5,41
Naranjito Municipio Puerto Rico,Puerto Rico,50.5,6,0.1,99.5,84.2,36.3
Nash County North Carolina,North Carolina,51.7,37.2,0.8,6.3,55.9,41.3
Nassau County New York,New York,51.6,11.1,7.6,14.6,73,42.7
Nassau County Florida,Florida,50.7,6.4,0.9,3.2,89.8,43.8
Natchitoches Parish Louisiana,Louisiana,52.3,41.4,0.3,1.9,54.3,34.4
Natrona County Wyoming,Wyoming,49.7,0.9,0.7,6.9,92.8,37.9
Navajo County Arizona,Arizona,50,0.9,0.5,10.8,49.3,36.1
Navarro County Texas,Texas,50.4,13.8,0.5,23.8,69.4,38.5
Nelson County Virginia,Virginia,51.4,13.1,0.5,3.1,83.3,48.6
Nelson County Kentucky,Kentucky,50.8,5,0.5,2,91.9,38.8
Nelson County North Dakota,North Dakota,49,0.3,0.1,1.1,97.2,52.8
Nemaha County Nebraska,Nebraska,51.1,0.9,0.4,1.8,96.9,42.8
Nemaha County Kansas,Kansas,49.4,0.6,0.1,1.2,97.3,44.1
Neosho County Kansas,Kansas,50.6,1.2,0.5,4.2,94.1,41.7
Neshoba County Mississippi,Mississippi,52,20.9,0.3,1.6,60.6,36.5
Ness County Kansas,Kansas,49.8,0.6,0.1,7.4,95.6,49.2
Nevada County Arkansas,Arkansas,51,30.7,0.3,2.4,65.9,42.7
Nevada County California,California,50.6,0.4,1.2,8.5,91.4,48.9
New Castle County Delaware,Delaware,51.6,23.7,4.3,8.7,65.5,38.6
New Hanover County North Carolina,North Carolina,51.5,14.8,1.2,5.3,79.1,38.9
New Haven County Connecticut,Connecticut,51.9,12.7,3.5,15,74.8,40.6
New Kent County Virginia,Virginia,49.1,13.5,0.9,2.1,81.7,43.2
New London County Connecticut,Connecticut,50.1,5.8,4.2,8.5,82.2,42
New Madrid County Missouri,Missouri,52,15.8,0.4,1.1,81.7,42.2
New York County New York,New York,53.1,15.6,11.3,25.4,57.4,36.8
Newaygo County Michigan,Michigan,49.7,1,0.4,5.5,94.1,41.8
Newberry County South Carolina,South Carolina,51.3,31,0.3,7.2,62.1,41.5
Newport County Rhode Island,Rhode Island,51.2,3.5,1.6,4.2,90.2,44.6
Newport News city Virginia,Virginia,51.7,40.7,2.7,7.5,49,34.1
Newton County Georgia,Georgia,52.4,40.9,0.9,4.6,53.8,36
Newton County Mississippi,Mississippi,52.1,30.2,0.2,1.3,63.2,38.3
Newton County Missouri,Missouri,50.4,0.8,1.3,4.4,89.3,40.3
Newton County Arkansas,Arkansas,49.5,0.1,0.3,1.7,96.1,47.2
Newton County Indiana,Indiana,49.5,0.4,0.3,5,96.2,43.5
Newton County Texas,Texas,48.5,20.1,0.4,2.8,76.9,42.4
Nez Perce County Idaho,Idaho,50.4,0.3,0.7,2.8,90.1,42.3
Niagara County New York,New York,51.5,6.9,0.8,2.2,88.5,43.2
Nicholas County West Virginia,West Virginia,50.8,0.2,0.3,0.6,98.4,44.2
Nicholas County Kentucky,Kentucky,50.3,0.6,0.2,1.4,97.9,41.5
Nicollet County Minnesota,Minnesota,50,2,1.3,3.7,93.7,34.8
Niobrara County Wyoming,Wyoming,53.3,0.2,0.4,2.1,96.5,45.7
Noble County Oklahoma,Oklahoma,50.6,1.8,0.4,2.6,84.2,41.7
Noble County Indiana,Indiana,50,0.4,0.4,9.6,92.5,38.1
Noble County Ohio,Ohio,42.2,2.5,0.1,0.4,96.1,42.4
Nobles County Minnesota,Minnesota,48.9,3.5,5.5,22.5,75.8,39
Nodaway County Missouri,Missouri,49.3,2.4,1.6,1.3,94.5,29.2
Nolan County Texas,Texas,50.3,4.7,0.4,33.5,83.6,40.5
Nome Census Area Alaska,Alaska,46.7,0.3,1,1.2,16.4,26.7
Norfolk city Virginia,Virginia,48.2,43.1,3.3,6.6,47.1,31.9
Norfolk County Massachusetts,Massachusetts,52.1,5.7,8.6,3.3,82.3,41.8
Norman County Minnesota,Minnesota,50.1,0.2,0.4,4,94.2,46.3
North Slope Borough Alaska,Alaska,37.4,1,4.5,2.6,33.4,28.5
Northampton County Virginia,Virginia,52.1,36.5,0.7,7.1,57.9,49.6
Northampton County North Carolina,North Carolina,51.5,58.4,0.2,1.4,39.2,47.6
Northampton County Pennsylvania,Pennsylvania,51.2,5,2.4,10.5,86.3,42.3
Northumberland County Virginia,Virginia,51.3,25.3,0.3,3.1,71.4,54.6
Northumberland County Pennsylvania,Pennsylvania,50.1,2,0.4,2.4,95.4,45.4
Northwest Arctic Borough Alaska,Alaska,46.4,0.5,0.6,0.8,11.2,24.5
Norton city Virginia,Virginia,53.9,6.3,1.4,1.7,88.7,41.7
Norton County Kansas,Kansas,44.1,2.9,0.5,4.2,94.5,46.8
Nottoway County Virginia,Virginia,47.2,39.3,0.3,3.8,56.6,44.4
Nowata County Oklahoma,Oklahoma,50.6,2,0.1,2.3,69,43.3
Noxubee County Mississippi,Mississippi,52.1,71.6,0.2,0.8,27.1,38.2
Nuckolls County Nebraska,Nebraska,50.5,0.1,0.2,2.2,97.4,50.9
Nueces County Texas,Texas,50.9,4,1.7,60.6,81.5,36.3
Nye County Nevada,Nevada,49.5,2,1.3,13.6,85.9,48.4
O'Brien County Iowa,Iowa,50.2,0.5,0.6,3.8,96,46.6
Oakland County Michigan,Michigan,51.5,13.6,5.6,3.5,77.3,41.3
Obion County Tennessee,Tennessee,51.8,10.6,0.2,3.1,85.9,42.5
Ocean County New Jersey,New Jersey,52.1,3.2,1.7,8.3,91,44.8
Oceana County Michigan,Michigan,49.8,0.4,0.2,13.7,90.1,42.6
Ochiltree County Texas,Texas,48.8,0.4,0.3,48.7,85.6,32.7
Oconee County Georgia,Georgia,51.2,5,3.1,4.4,88.4,39.8
Oconee County South Carolina,South Carolina,50.6,7.6,0.6,4.5,87.8,44.9
Oconto County Wisconsin,Wisconsin,49,0.2,0.3,1.4,96.7,44
Ogemaw County Michigan,Michigan,50.2,0.2,0.4,1.4,97.1,48.1
Ogle County Illinois,Illinois,50.4,0.9,0.5,8.9,93.2,41.4
Oglethorpe County Georgia,Georgia,50.4,17.2,0.4,3.7,78.3,40.9
Ohio County West Virginia,West Virginia,52.4,3.7,0.8,0.8,93.2,45.5
Ohio County Indiana,Indiana,50.5,0.4,0.3,1.1,98.1,44.3
Ohio County Kentucky,Kentucky,50,0.8,0.2,3.5,96.2,40.3
Okaloosa County Florida,Florida,49.8,9.3,2.9,6.8,81.1,40.1
Okanogan County Washington,Washington,49.5,0.4,0.6,17.6,73.9,43.8
Okeechobee County Florida,Florida,46.4,8,0.9,23.9,77.5,39.8
Okfuskee County Oklahoma,Oklahoma,46.5,8.3,0.2,2.9,64.4,41.7
Oklahoma County Oklahoma,Oklahoma,51.1,15.4,3,15.1,64.6,35.7
Okmulgee County Oklahoma,Oklahoma,50.5,8.7,0.3,3.2,65.8,40.7
Oktibbeha County Mississippi,Mississippi,50.2,36.6,2.4,1.4,59.2,26.5
Oldham County Texas,Texas,49.6,3,0.8,11.8,90.2,38.5
Oldham County Kentucky,Kentucky,47.4,4.3,1.3,3.5,91,39.5
Oliver County North Dakota,North Dakota,47.7,0.2,0.2,1,97.3,48.2
Olmsted County Minnesota,Minnesota,51.1,4.8,5.4,4.2,85.7,37.3
Oneida County New York,New York,50.2,6.3,2.8,4.6,87.1,42.4
Oneida County Wisconsin,Wisconsin,50,0.4,0.5,1.1,96.6,48.7
Oneida County Idaho,Idaho,48.9,0.2,0.5,2.9,96.7,40.1
Onondaga County New York,New York,51.9,11,3.1,4,81.1,39.9
Onslow County North Carolina,North Carolina,46.4,15.6,1.9,10.1,74,28.5
Ontario County New York,New York,51.1,2.3,1,3.4,93.7,43.2
Ontonagon County Michigan,Michigan,48.4,0.1,0.2,0.9,97.3,52.8
Orange County North Carolina,North Carolina,52.2,11.9,6.7,8.2,74.4,33.8
Orange County Virginia,Virginia,51,12.7,0.7,3.4,82.4,43.7
Orange County Florida,Florida,50.8,20.8,4.9,26.9,63.6,34.7
Orange County California,California,50.5,1.7,17.9,33.7,60.8,37.5
Orange County Texas,Texas,50.3,8.5,1,5.8,86.1,39.7
Orange County Indiana,Indiana,50.3,0.9,0.3,1,97,41.9
Orange County Vermont,Vermont,50.2,0.4,0.5,1,97,44.6
Orange County New York,New York,50,10.2,2.4,18,77.2,38.2
Orangeburg County South Carolina,South Carolina,53,62.2,0.8,1.9,34.3,39.7
Oregon County Missouri,Missouri,50.4,0.1,0.3,1.2,96.6,46.1
Orleans County New York,New York,50.5,5.9,0.4,4.1,89.8,42
Orleans County Vermont,Vermont,50,0.6,0.3,1.1,96.6,44.9
Orleans Parish Louisiana,Louisiana,51.6,60.2,2.9,5.2,33,35.4
Orocovis Municipio Puerto Rico,Puerto Rico,49.6,6.2,0.1,99.6,86.7,35.7
Osage County Kansas,Kansas,50.3,0.3,0.2,2,96.9,44
Osage County Oklahoma,Oklahoma,49.7,11.4,0.3,2.9,66,42.5
Osage County Missouri,Missouri,48,0.2,0.1,0.6,98.8,40.6
Osborne County Kansas,Kansas,50.3,0.2,0.5,1.2,97.6,49.6
Osceola County Florida,Florida,51,11.3,2.8,45.5,71,36.9
Osceola County Michigan,Michigan,50.2,0.6,0.2,1.5,96.9,42.8
Osceola County Iowa,Iowa,49.8,0.3,0.3,6.7,95.2,45.6
Oscoda County Michigan,Michigan,49.6,0.2,0.1,0.9,97.7,49.9
Oswego County New York,New York,50.2,0.8,0.6,2.1,96.3,39.3
Otero County Colorado,Colorado,51,0.8,0.8,40.3,78.5,42.5
Otero County New Mexico,New Mexico,49.5,3.5,1.2,34.5,72.7,38.3
Otoe County Nebraska,Nebraska,51,0.5,0.4,5.7,94.9,44.8
Otsego County New York,New York,51.6,1.7,1.1,3.1,94.7,41.7
Otsego County Michigan,Michigan,50.8,0.3,0.4,1.2,96.9,43.5
Ottawa County Oklahoma,Oklahoma,51.2,0.8,0.5,4.7,69,40.5
Ottawa County Michigan,Michigan,51,1.5,2.6,8.6,90.1,35.3
Ottawa County Ohio,Ohio,50.7,0.8,0.3,4.2,96.5,47.1
Ottawa County Kansas,Kansas,48.4,0.8,0.1,2,96.7,44.5
Otter Tail County Minnesota,Minnesota,49.9,0.8,0.5,2.6,96.1,47.4
Ouachita County Arkansas,Arkansas,52.6,40.1,0.4,1.6,57,43.5
Ouachita Parish Louisiana,Louisiana,52.2,36.6,0.9,1.8,60.4,35.5
Ouray County Colorado,Colorado,49.9,0.2,0.6,4.4,96.4,50.3
Outagamie County Wisconsin,Wisconsin,50.1,1,3,3.6,91.3,38.5
Overton County Tennessee,Tennessee,50.6,0.4,0.2,0.9,97.7,42.8
Owen County Kentucky,Kentucky,50.3,0.8,0.2,2.3,96.6,40.4
Owen County Indiana,Indiana,49.9,0.3,0.3,0.9,97.9,42.8
Owsley County Kentucky,Kentucky,50.5,0.3,0,0.8,98.7,42.7
Owyhee County Idaho,Idaho,48.9,0.2,0.5,25.8,76,36.4
Oxford County Maine,Maine,50.4,0.4,0.6,1,96.8,45.3
Ozark County Missouri,Missouri,49.5,0.1,0.1,1.3,97.4,49.4
Ozaukee County Wisconsin,Wisconsin,51,1.4,1.7,2.3,94.9,44.1
Pacific County Washington,Washington,49.9,0.4,2,8,87.4,52.2
Page County Virginia,Virginia,50.8,1.9,0.3,1.6,95.9,43.9
Page County Iowa,Iowa,48.1,2.2,0.7,2.7,94.4,46.9
Palm Beach County Florida,Florida,51.6,17.3,2.4,19,73.5,45.2
Palo Alto County Iowa,Iowa,50.3,0.5,0.3,1.6,97.8,46.4
Palo Pinto County Texas,Texas,50.9,2.2,0.5,17.7,87.1,41.3
Pamlico County North Carolina,North Carolina,49,20,0.4,3.1,76.3,49.8
Panola County Mississippi,Mississippi,51.9,48.6,0.2,1.4,49.4,37.9
Panola County Texas,Texas,50.4,16.3,0.3,8.3,76.8,40.4
Park County Wyoming,Wyoming,50.3,0.2,0.6,4.8,95.6,44.8
Park County Montana,Montana,50.2,0.1,0.3,2.1,96.5,45.9
Park County Colorado,Colorado,47.5,0.4,0.6,4.8,94.7,46.9
Parke County Indiana,Indiana,53.2,2.3,0.2,1.2,96.1,41
Parker County Texas,Texas,49.3,1.6,0.5,10.6,91.4,39.9
Parmer County Texas,Texas,48.8,1.2,0.2,60,77.6,33
Pasco County Florida,Florida,51.4,4.5,2.1,11.7,88.2,44.8
Pasquotank County North Carolina,North Carolina,50.9,37.8,1.1,4,56.7,38.5
Passaic County New Jersey,New Jersey,51.5,12.8,5,37,62.6,37.6
Patillas Municipio Puerto Rico,Puerto Rico,50.6,19.9,0.1,99.3,61.7,40.1
Patrick County Virginia,Virginia,50.8,5.9,0.2,2.4,91.1,47.9
Paulding County Georgia,Georgia,51.1,17.1,0.9,5.1,77.7,34.5
Paulding County Ohio,Ohio,50.5,0.9,0.2,4.3,95.7,41.1
Pawnee County Nebraska,Nebraska,50.3,0.3,0.3,1.3,97.7,50.3
Pawnee County Oklahoma,Oklahoma,50.2,0.7,0.3,2,80.6,41.6
Pawnee County Kansas,Kansas,44.5,4.7,0.5,6.6,90.7,46.5
Payette County Idaho,Idaho,50.5,0.2,0.8,14.9,88.6,38.2
Payne County Oklahoma,Oklahoma,49.3,3.6,3.5,3.9,81.9,28.1
Peach County Georgia,Georgia,51.6,45.9,0.8,6.8,48.3,34.8
Pearl River County Mississippi,Mississippi,50.6,12.3,0.4,2.9,84,39.8
Pecos County Texas,Texas,43.6,3.7,0.5,67.3,79.4,35.9
Peձuelas Municipi Puerto Rico,Puerto Rico,51.1,9.2,0.2,99.4,81.8,33.8
Pembina County North Dakota,North Dakota,49,0.3,0.1,2.6,95.5,47
Pemiscot County Missouri,Missouri,52.5,26.8,0.2,1.9,70.4,38.4
Pend Oreille County Washington,Washington,49.3,0.4,0.6,3,91.6,48.1
Pender County North Carolina,North Carolina,50,17.8,0.4,6.1,76.1,42
Pendleton County Kentucky,Kentucky,49.9,0.4,0.1,1,98.2,39.9
Pendleton County West Virginia,West Virginia,49.4,1.9,0.3,0.9,96.2,48.5
Pennington County Minnesota,Minnesota,50.7,1.4,0.6,2.7,93.8,40.4
Pennington County South Dakota,South Dakota,50.2,1,1,4,83.6,38.2
Penobscot County Maine,Maine,50.7,0.8,0.9,1.1,95.4,41.3
Peoria County Illinois,Illinois,51.6,17.7,3.1,3.8,74.4,38.2
Pepin County Wisconsin,Wisconsin,49.4,0.3,0.2,1,98.2,44.8
Perkins County South Dakota,South Dakota,49.8,0.1,0.1,0.7,96.9,49.6
Perkins County Nebraska,Nebraska,49.5,0.4,0.2,3.2,97.1,46.5
Perquimans County North Carolina,North Carolina,52.1,24.9,0.3,2.1,72.1,47.1
Perry County Alabama,Alabama,53,68.7,0.3,1.1,30.3,39
Perry County Mississippi,Mississippi,51.2,20,0.2,1,78.2,39.8
Perry County Kentucky,Kentucky,50.5,1.5,0.5,0.6,96.5,41.4
Perry County Arkansas,Arkansas,50.4,1.9,0.2,2.4,95.2,42.2
Perry County Missouri,Missouri,50.1,0.4,0.4,1.7,97.2,40.5
Perry County Ohio,Ohio,50.1,0.3,0.1,0.5,97.9,39.3
Perry County Pennsylvania,Pennsylvania,49.8,0.6,0.4,1.3,97.4,41.8
Perry County Tennessee,Tennessee,49.8,1.5,0.2,1.7,95.8,44.4
Perry County Indiana,Indiana,47,2.4,0.4,1,96,43.2
Perry County Illinois,Illinois,45.8,8.3,0.4,2.7,87.9,42.7
Pershing County Nevada,Nevada,36.8,3.7,1.3,22.3,81.9,41
Person County North Carolina,North Carolina,51.5,27,0.3,4,68.3,42.8
Petersburg Census Area Alaska,Alaska,48,0.4,2.6,3.4,71.1,40.8
Petersburg city Virginia,Virginia,53.3,79.1,0.8,3.8,16.1,42.1
Petroleum County Montana,Montana,46,0,0,1,98.8,47.1
Pettis County Missouri,Missouri,50.8,3,0.6,7.2,89.7,38.2
Phelps County Nebraska,Nebraska,50.5,0.1,0.2,4.1,96.9,45
Phelps County Missouri,Missouri,47.7,2.2,2.9,2,91.7,38.5
Philadelphia County Pennsylvania,Pennsylvania,52.8,43.4,6.3,12.3,41,35.1
Phillips County Arkansas,Arkansas,53.4,63.1,0.3,1.3,35,38.8
Phillips County Colorado,Colorado,51.1,0.4,0.6,18.7,89.2,43.6
Phillips County Montana,Montana,50.7,0,0.2,1.9,87,48
Phillips County Kansas,Kansas,50.5,0.4,0.7,2.1,97,46.8
Piatt County Illinois,Illinois,50.6,0.3,0.3,1,98,43.8
Pickaway County Ohio,Ohio,47.5,3.4,0.4,1.1,94.5,39.9
Pickens County Alabama,Alabama,52.3,41.6,0.2,1.6,56.3,42.9
Pickens County Georgia,Georgia,50.9,1.1,0.4,2.8,95.7,43.1
Pickens County South Carolina,South Carolina,50,6.6,1.6,3.1,88.7,37
Pickett County Tennessee,Tennessee,49.8,0.1,0.1,1.3,98.3,48.4
Pierce County Georgia,Georgia,50.9,8.9,0.3,4.7,86.9,39.3
Pierce County Washington,Washington,50.6,6.8,6,9.2,74.2,36.8
Pierce County Wisconsin,Wisconsin,50.2,0.6,0.7,1.5,96.6,34.3
Pierce County North Dakota,North Dakota,50,0.5,0.1,1,94.1,49.3
Pierce County Nebraska,Nebraska,49.5,0.2,0.2,1.3,98.4,43.7
Pike County Mississippi,Mississippi,52.4,51.5,0.6,1.2,46.4,38.6
Pike County Alabama,Alabama,52.3,36.6,2,2.2,58.2,32.8
