County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Lake County Montana,Montana,50.5,0.3,0.4,3.5,69.4,42.3
Lake County Illinois,Illinois,50.1,7,6.3,19.9,75.1,38.1
Lake County California,California,49.8,1.9,1.1,17.1,80.5,45.9
Lake County Minnesota,Minnesota,49.6,0.1,0.3,0.7,97.7,48.4
Lake County South Dakota,South Dakota,49.2,0.5,0.7,1.6,96.2,42.4
Lake County Michigan,Michigan,48.9,9.2,0.1,2.1,87,50.3
Lake County Oregon,Oregon,47.3,0.5,0.7,6.9,90.3,48.1
Lake County Colorado,Colorado,46.5,0.4,0.5,39.1,80.7,35.5
Lake County Tennessee,Tennessee,36.3,27.7,0.1,1.7,70.1,44.3
Lake of the Woods County Minnesota,Minnesota,48.9,0.3,0.8,0.9,95.8,49
Lamar County Texas,Texas,51.7,13.5,0.6,6.5,79.3,40.8
Lamar County Georgia,Georgia,51.7,30.8,0.4,1.9,66,38.1
Lamar County Mississippi,Mississippi,51.6,19.6,1.2,2.2,77.3,33.9
Lamar County Alabama,Alabama,51.3,11.3,0,1.2,86.7,44.5
Lamb County Texas,Texas,50.2,4.3,0.1,51.7,74.4,38.3
Lamoille County Vermont,Vermont,50,0.6,0.5,1.3,96.7,40.3
LaMoure County North Dakota,North Dakota,48.8,0.1,0.1,0.8,98.5,51
Lampasas County Texas,Texas,50.7,3.2,1,17.5,85.3,41.8
Lancaster County Virginia,Virginia,53,28,0.6,1,70.1,55.3
Lancaster County Pennsylvania,Pennsylvania,51.1,3.7,1.9,8.6,88.6,39.5
Lancaster County South Carolina,South Carolina,50.7,23.8,0.6,4.4,71.5,40.9
Lancaster County Nebraska,Nebraska,49.9,3.5,3.5,5.8,87.1,33.6
Lander County Nevada,Nevada,49.3,0.3,0.4,21.1,84,36.6
Lane County Kansas,Kansas,51.1,0.5,0.2,4.2,95.2,46.9
Lane County Oregon,Oregon,50.8,1,2.4,7.4,88.3,40.5
Langlade County Wisconsin,Wisconsin,49.8,0.4,0.3,1.6,96.4,46.8
Lanier County Georgia,Georgia,49.6,23.7,1,4.6,70.6,34.1
Lapeer County Michigan,Michigan,49.6,1,0.3,4.1,95.5,42.4
LaPorte County Indiana,Indiana,48.3,10.8,0.5,5.5,84.1,41.5
Laramie County Wyoming,Wyoming,50,2.5,1.1,13.1,88.5,38
Lares Municipio Puerto Rico,Puerto Rico,50.8,3,0.1,99.3,91.1,38.5
Larimer County Colorado,Colorado,50.4,0.8,1.9,10.6,90.5,36.8
Larue County Kentucky,Kentucky,50.4,3.1,0.2,2.8,93.9,41.7
Las Animas County Colorado,Colorado,48.7,1.4,0.7,41.6,83.6,45.5
Las Mar’_as Municipi Puerto Rico,Puerto Rico,50.7,5.3,0,99.4,86.3,37.1
Las Piedras Municipio Puerto Rico,Puerto Rico,51.6,11.8,0.1,99.4,70.5,36.2
LaSalle County Illinois,Illinois,50.1,1.9,0.7,8,93.2,42.5
Lassen County California,California,35.8,8.1,1,17.5,73.2,40.9
Latah County Idaho,Idaho,48.5,0.8,2.1,3.6,92.8,29.3
Latimer County Oklahoma,Oklahoma,49.4,0.7,0.3,2.6,70.2,40.6
Lauderdale County Alabama,Alabama,52.1,10,0.7,2.2,86.4,41.9
Lauderdale County Mississippi,Mississippi,51.8,42.8,0.7,1.8,54.8,38.7
Lauderdale County Tennessee,Tennessee,47.5,34.9,0.2,2,62,38.9
Laurel County Kentucky,Kentucky,51,0.7,0.5,1.2,97,39.2
Laurens County Georgia,Georgia,52.4,35.8,1,2.4,60.6,39.1
Laurens County South Carolina,South Carolina,51.5,25.4,0.3,4.1,70.4,41.2
Lavaca County Texas,Texas,51.1,6.8,0.3,16,86,46.8
Lawrence County Pennsylvania,Pennsylvania,51.8,3.8,0.4,1,93.8,45.2
Lawrence County Ohio,Ohio,51.4,2,0.4,0.7,95.9,41.3
Lawrence County Arkansas,Arkansas,51.4,0.8,0.1,0.9,97.3,42.4
Lawrence County Tennessee,Tennessee,51.2,1.5,0.3,1.6,95.7,40.9
Lawrence County Alabama,Alabama,51.1,11.5,0.1,1.7,77.6,41.6
Lawrence County Mississippi,Mississippi,50.9,30.7,0.3,2.1,66.7,40
Lawrence County Missouri,Missouri,50.7,0.3,0.4,6.3,93.6,40.1
Lawrence County Indiana,Indiana,50.6,0.4,0.5,1.2,97.3,43.2
Lawrence County Kentucky,Kentucky,50.6,0.2,0.2,0.5,98.5,41
Lawrence County South Dakota,South Dakota,50.5,0.4,0.7,2.5,94.4,42.6
Lawrence County Illinois,Illinois,44,9.6,0.2,3.3,87.3,44.4
Le Flore County Oklahoma,Oklahoma,49.8,2.1,0.5,6.9,75.1,40
Le Sueur County Minnesota,Minnesota,49.5,0.3,0.6,5.2,95.5,40.1
Lea County New Mexico,New Mexico,48.9,4.1,0.5,51.1,75,32.5
Leake County Mississippi,Mississippi,48.1,40.6,0.2,4.3,49.5,37.3
Leavenworth County Kansas,Kansas,46.9,9.4,1.3,5.7,83.8,38.2
Lebanon County Pennsylvania,Pennsylvania,51.2,2.2,1.1,9.3,91,42.3
Lee County Mississippi,Mississippi,52.1,27.3,0.6,2.4,69.3,37.7
Lee County North Carolina,North Carolina,51.2,20,0.8,18.3,66.9,38.6
Lee County Florida,Florida,50.9,8.3,1.4,18.3,83,46.9
Lee County Alabama,Alabama,50.7,22.7,2.6,3.3,71.3,30.7
Lee County Georgia,Georgia,50.2,18.6,2.2,2,76.9,36.6
Lee County Iowa,Iowa,49.4,3.1,0.5,3,93.5,44.4
Lee County Texas,Texas,49.4,10.9,0.3,22.4,78.9,41.1
Lee County South Carolina,South Carolina,48.2,64.3,0.3,1.7,33.4,42.3
Lee County Virginia,Virginia,47.8,3.7,0.2,1.6,94.2,43.7
Lee County Illinois,Illinois,47.5,4.8,0.7,5,90.9,43.3
Lee County Kentucky,Kentucky,45.2,2.3,0.1,0.7,96.4,42.7
Lee County Arkansas,Arkansas,44.3,55.3,0.4,1.6,42,43.2
Leelanau County Michigan,Michigan,50.7,0.3,0.4,3.7,93.1,50.9
Leflore County Mississippi,Mississippi,52,72.2,0.6,2.3,24.9,34.6
Lehigh County Pennsylvania,Pennsylvania,51.6,6.1,2.9,18.8,79.1,40.6
Lemhi County Idaho,Idaho,49,0.2,0.4,2.3,96.4,50
Lenawee County Michigan,Michigan,49.5,2.5,0.5,7.6,92.3,41.7
Lenoir County North Carolina,North Carolina,52.3,40.5,0.4,6.6,53.4,43.4
Leon County Florida,Florida,52.4,30.3,2.9,5.6,63,30.5
Leon County Texas,Texas,50.1,7.2,0.5,13.5,84.9,46.1
Leslie County Kentucky,Kentucky,50.5,0.2,0.1,0.4,98.8,42
Letcher County Kentucky,Kentucky,50.7,0.3,0.2,0.5,98.8,42.4
Levy County Florida,Florida,50.8,9.4,0.6,7.5,85.5,45.6
Lewis and Clark County Montana,Montana,50.6,0.3,0.6,2.5,94,41.9
Lewis County Tennessee,Tennessee,51,1.6,0.4,1.8,95.8,42.9
Lewis County West Virginia,West Virginia,50.7,0.5,0.3,0.6,97.9,44.6
Lewis County Kentucky,Kentucky,50.1,0.3,0.1,0.6,98.9,41
Lewis County Washington,Washington,50,0.5,0.9,8.7,89.7,42.7
Lewis County Idaho,Idaho,49.9,0.4,0.4,3.3,90.3,48.3
Lewis County Missouri,Missouri,49.9,3.2,0.2,1.6,94.4,39.8
Lewis County New York,New York,49.7,0.7,0.3,1.3,97.7,40.7
Lexington city Virginia,Virginia,44.3,9.7,2.2,3.8,85.2,31.9
Lexington County South Carolina,South Carolina,51.2,14.3,1.4,5.5,79.3,38.9
Liberty County Montana,Montana,51.9,0.1,0.1,0.3,98.2,45.2
Liberty County Georgia,Georgia,51.2,42.2,2,9.7,47.1,29.3
Liberty County Texas,Texas,50.8,10.8,0.5,18,77.2,37.1
Liberty County Florida,Florida,39.1,17.9,0.2,6.2,77.3,38.8
Licking County Ohio,Ohio,51,3.4,0.7,1.4,93.2,40
Limestone County Alabama,Alabama,49.4,12.6,1.1,5.5,80.3,39.2
Limestone County Texas,Texas,48.2,17.5,0.4,19.1,69,42
Lincoln County Mississippi,Mississippi,52.2,29.9,0.3,0.9,68.4,39.1
Lincoln County Oregon,Oregon,51.3,0.4,1.1,7.9,87.7,51.1
Lincoln County Georgia,Georgia,51.3,32.1,0.4,1.2,65.7,45.8
Lincoln County Tennessee,Tennessee,51.2,6.8,0.4,2.7,89.4,43.1
Lincoln County Maine,Maine,51,0.3,0.5,0.8,97.6,49.6
Lincoln County New Mexico,New Mexico,50.9,0.5,0.4,29.8,85.1,50
Lincoln County Nebraska,Nebraska,50.6,0.7,0.5,7.2,94.3,40.5
Lincoln County Kentucky,Kentucky,50.6,2.3,0.2,1.5,95.2,40.7
Lincoln County South Dakota,South Dakota,50.5,0.7,1,1.2,96.1,33
Lincoln County Oklahoma,Oklahoma,50.5,1.8,0.2,2.4,85.9,41.3
Lincoln County North Carolina,North Carolina,50.4,5.5,0.5,6.7,89.4,41.2
Lincoln County West Virginia,West Virginia,50.3,0.1,0.1,0.4,99,41.8
Lincoln County Missouri,Missouri,50.1,1.9,0.4,2,95,36.1
Lincoln County Washington,Washington,50.1,0.3,0.4,2.3,95,48.1
Lincoln County Kansas,Kansas,50.1,0.3,0.2,2.2,97.4,47.9
Lincoln County Wisconsin,Wisconsin,49.9,0.5,0.4,1.2,97.2,45.7
Lincoln County Minnesota,Minnesota,49.8,0.1,0.2,1.2,98,48.5
Lincoln County Montana,Montana,49.2,0.1,0.3,2.3,95.9,49
Lincoln County Wyoming,Wyoming,48.6,0.2,0.3,4.3,95.4,38
Lincoln County Idaho,Idaho,48.3,0.4,0.4,28.3,80.1,31.4
Lincoln County Nevada,Nevada,46.2,2.3,0.7,6.2,91.1,42
Lincoln County Colorado,Colorado,42.1,5.3,0.8,12.5,89,44
Lincoln County Arkansas,Arkansas,39.9,29.9,0.2,3.2,66.6,41
Lincoln Parish Louisiana,Louisiana,51.2,40.5,1.7,2.5,55.2,29.3
Linn County Missouri,Missouri,51.9,0.7,0.2,1.5,97.2,44.1
Linn County Iowa,Iowa,50.8,4,1.8,2.6,90.8,37.7
Linn County Oregon,Oregon,50.6,0.5,1,7.8,90.6,40.2
Linn County Kansas,Kansas,49.9,0.4,0.3,1.9,96.4,45
Lipscomb County Texas,Texas,49.7,0.8,0.3,30.5,86.2,38
Litchfield County Connecticut,Connecticut,50.9,1.3,1.5,4.5,93.9,45.4
Little River County Arkansas,Arkansas,51.4,19.1,0.3,2.7,75.5,42.9
Live Oak County Texas,Texas,46.3,4.4,0.5,35.2,87.7,46.2
Livingston County Missouri,Missouri,55.2,2.4,0.3,1.2,95.4,41.8
Livingston County Kentucky,Kentucky,51,0.2,0.2,1.3,97.9,45.4
Livingston County Michigan,Michigan,50,0.4,0.8,1.9,96.7,41.6
Livingston County Illinois,Illinois,49.9,4.9,0.5,3.9,91.8,42.3
Livingston County New York,New York,49.8,2.4,1.2,2.8,93.8,40.8
Livingston Parish Louisiana,Louisiana,50.5,5.1,0.5,3,91.9,35.2
Llano County Texas,Texas,51.7,0.6,0.4,8,94.9,55.7
Logan County Kentucky,Kentucky,51.1,6.6,0.2,2.4,90.1,41.3
Logan County Ohio,Ohio,50.7,1.6,0.5,1.2,95.3,40.8
Logan County West Virginia,West Virginia,50.7,2.1,0.3,0.7,96.5,43.9
Logan County Oklahoma,Oklahoma,50.5,9.1,0.5,5.2,81,38.3
Logan County Kansas,Kansas,50.5,0.8,0.4,2.9,96,46.9
Logan County Nebraska,Nebraska,50.1,0.1,0.1,1.7,98.4,42.8
Logan County Arkansas,Arkansas,49.9,1.3,1.6,2.3,93.2,42.9
Logan County Illinois,Illinois,49.3,7.5,0.6,2.9,89.1,41.9
Logan County North Dakota,North Dakota,49.1,0.1,0.3,0.6,98.4,50.9
Logan County Colorado,Colorado,43.1,4,0.6,15.6,89,42
Lo’_za Municipi Puerto Rico,Puerto Rico,53,64.3,0.1,99.4,26.5,34.7
Long County Georgia,Georgia,50.5,25.2,0.8,12.3,62.4,30.5
Lonoke County Arkansas,Arkansas,50.8,6,0.8,3.3,89.8,36.2
Lorain County Ohio,Ohio,50.8,8.6,0.9,8.4,84.8,41.3
Los Alamos County New Mexico,New Mexico,49.7,0.6,6,14.7,87.8,44.8
Los Angeles County California,California,50.7,8.7,13.7,47.7,50.3,35.9
Loudon County Tennessee,Tennessee,50.9,1.1,0.6,7,93.4,47.4
Loudoun County Virginia,Virginia,50.7,7.3,14.7,12.4,68.7,35
Louisa County Virginia,Virginia,50.7,17.7,0.5,2.3,78.4,43.2
Louisa County Iowa,Iowa,49.1,0.5,0.9,15.8,90.2,41
Loup County Nebraska,Nebraska,48.7,0.2,0,2.1,98.9,48.5
Love County Oklahoma,Oklahoma,50.9,1.8,0.5,11.8,78.8,41.1
Loving County Texas,Texas,43.9,0,0,22,79.3,46
Lowndes County Alabama,Alabama,53.2,73.5,0.1,0.8,25.3,41.7
Lowndes County Mississippi,Mississippi,52.6,43.5,0.7,1.5,54,37.7
Lowndes County Georgia,Georgia,51.2,35.8,1.5,4.8,58.1,30.8
Lubbock County Texas,Texas,50.6,7.5,2.1,31.9,77.3,31.8
Lucas County Ohio,Ohio,51.6,19,1.5,6.1,74,38.4
Lucas County Iowa,Iowa,50.2,0.2,0.2,1,98.6,45.7
Luce County Michigan,Michigan,42.3,11.1,0.3,1.2,80.4,48
Lumpkin County Georgia,Georgia,50.3,1.1,0.5,4.5,94.4,37.2
Luna County New Mexico,New Mexico,50.3,1.1,0.5,61.5,77.7,40.3
Lunenburg County Virginia,Virginia,46.9,34.7,0.2,3.6,60.8,46.6
Luquillo Municipio Puerto Rico,Puerto Rico,52.4,20.8,0.2,97.9,65.5,37.6
Luzerne County Pennsylvania,Pennsylvania,51.1,3.4,1,6.7,90.7,44.3
Lycoming County Pennsylvania,Pennsylvania,51,4.5,0.6,1.3,92.6,42.8
Lyman County South Dakota,South Dakota,47.6,0.1,0.3,1.1,58.3,38.8
Lynchburg city Virginia,Virginia,53.1,29.3,2.5,3,64.4,32
Lynn County Texas,Texas,50.2,2.1,0.1,46.4,80.3,39.6
Lyon County Kansas,Kansas,51.1,2.4,2.3,20.1,83.5,33
Lyon County Minnesota,Minnesota,50.3,2.3,2.6,6,90.3,35.5
Lyon County Iowa,Iowa,50.1,0.1,0.2,1.8,97.9,40.5
Lyon County Nevada,Nevada,49.6,0.8,1.4,14.8,85,41.1
Lyon County Kentucky,Kentucky,44.9,5.3,0.3,0.9,93,51.3
Mackinac County Michigan,Michigan,49.5,0.5,0.2,1.1,76.5,49.9
Macomb County Michigan,Michigan,51.4,8.6,3,2.3,85.4,41.1
Macon County Alabama,Alabama,54.2,82.6,0.4,1.1,15.5,37.2
Macon County Illinois,Illinois,52.2,16.3,1,1.9,79.3,41.4
Macon County North Carolina,North Carolina,51.4,1.3,0.6,6.6,93.8,49.7
Macon County Missouri,Missouri,51.1,2.3,0.4,1,95.2,43.7
Macon County Tennessee,Tennessee,50.7,0.4,0.2,4.1,96,39.8
Macon County Georgia,Georgia,45.9,60.6,1.3,3.6,35.1,41.7
Macoupin County Illinois,Illinois,50.7,0.8,0.3,0.9,97.6,43.4
Madera County California,California,51.8,3.7,1.9,53.7,62.6,34.3
Madison County Tennessee,Tennessee,52.5,36.3,0.9,3.4,59.2,38.1
Madison County Mississippi,Mississippi,52.1,38.2,2.1,2.9,57,36.9
Madison County Idaho,Idaho,51.6,0.5,0.9,5.9,93.9,21.6
Madison County Kentucky,Kentucky,51.4,4.4,0.9,2.2,91.6,34.6
Madison County Virginia,Virginia,51.2,9.8,0.6,1.8,86.7,45.3
Madison County Illinois,Illinois,51.1,7.9,0.8,2.7,88.2,39.8
Madison County Alabama,Alabama,50.9,24,2.5,4.6,68.2,38.6
Madison County New York,New York,50.9,1.8,0.8,1.8,95,40.3
Madison County Missouri,Missouri,50.9,0.3,0.3,2,97.1,42.2
Madison County Georgia,Georgia,50.6,8.4,0.6,4.1,87.6,40.3
Madison County North Carolina,North Carolina,50.5,1.2,0.3,2,96.5,44.7
Madison County Nebraska,Nebraska,50.4,1.3,0.5,12.9,88.2,38.8
Madison County Iowa,Iowa,50.3,0.3,0.3,1.3,98.1,40.7
Madison County Indiana,Indiana,50,8.3,0.4,3.2,87.7,40.8
Madison County Arkansas,Arkansas,49.9,0.2,0.5,4.8,93.6,41.5
Madison County Montana,Montana,48,0.2,0.3,2.4,96.8,49.9
Madison County Florida,Florida,47.8,38.8,0.2,4.7,57.6,42.1
Madison County Ohio,Ohio,45.4,6.6,0.5,1.4,90.6,40.6
Madison County Texas,Texas,42.4,19.9,0.6,19.7,67,39.7
Madison Parish Louisiana,Louisiana,50.5,61,0.2,1.6,37.2,37.1
Magoffin County Kentucky,Kentucky,49.9,0.1,0.1,0.7,98.6,40
Mahaska County Iowa,Iowa,49.7,1.1,1.1,1.6,95.7,40.6
Mahnomen County Minnesota,Minnesota,49.2,0.2,0.1,1.8,50.1,37.9
Mahoning County Ohio,Ohio,51.6,15.7,0.7,4.7,79.9,45
Major County Oklahoma,Oklahoma,50.9,0.4,0.3,7.5,91,44.4
Malheur County Oregon,Oregon,45.9,1.2,1.7,31.5,77.5,37
Manassas city Virginia,Virginia,49.9,13.7,5,31.4,61.7,33.1
Manassas Park city Virginia,Virginia,49.3,13,9,32.5,55.9,31.2
Manatee County Florida,Florida,51.6,8.7,1.6,14.9,81.9,47
Manat’_ Municipi Puerto Rico,Puerto Rico,52.3,8.7,0.1,99.2,81.8,38.6
Manistee County Michigan,Michigan,48.2,2.9,0.3,2.6,92.2,49.2
Manitowoc County Wisconsin,Wisconsin,50.3,0.5,2.5,3.1,93.8,44.3
Marathon County Wisconsin,Wisconsin,49.8,0.6,5.3,2.2,91.3,40.4
Marengo County Alabama,Alabama,52.9,51.7,0.3,1.7,46.4,41.3
Maricao Municipio Puerto Rico,Puerto Rico,50.6,4.8,0,99.4,89.2,36.7
Maricopa County Arizona,Arizona,50.5,5,3.5,29.6,73,35.7
Maries County Missouri,Missouri,49.5,0.3,0.1,0.8,97.7,43.5
Marin County California,California,50.8,2.8,5.5,15.5,80,46
Marinette County Wisconsin,Wisconsin,50.3,0.3,0.5,1.3,97.1,46.5
Marion County South Carolina,South Carolina,54.3,55.9,0.5,2.4,40.6,41.9
Marion County Florida,Florida,52,12.3,1.3,10.9,81,48.6
Marion County Missouri,Missouri,51.9,4.9,0.5,1.4,91.8,40.2
Marion County Indiana,Indiana,51.8,26.7,2,9.3,62.7,35
Marion County Mississippi,Mississippi,51.7,32.3,0.3,1.2,65.8,39.3
Marion County Illinois,Illinois,51.4,3.9,0.6,1.4,93.1,43.1
Marion County West Virginia,West Virginia,51.2,3.3,0.5,0.9,94.3,42.4
Marion County Texas,Texas,51,22,0.5,3.1,73.5,49.1
Marion County Tennessee,Tennessee,50.9,3.6,0.4,1.3,93.9,43.9
Marion County Georgia,Georgia,50.8,32.7,0.9,6.5,60.1,41.2
Marion County Iowa,Iowa,50.3,0.7,1.1,1.6,96.7,39.8
Marion County Alabama,Alabama,50.3,3.8,0.2,2.1,93.6,44.1
Marion County Oregon,Oregon,50.2,1.1,1.9,24.3,78.2,36.5
Marion County Arkansas,Arkansas,50.2,0.2,0.2,1.7,97,50.6
Marion County Kansas,Kansas,49.7,0.8,0.2,2.3,96,46.5
Marion County Kentucky,Kentucky,48.3,8.1,0.6,2.4,88.1,39.7
Marion County Ohio,Ohio,47.6,5.7,0.5,2.3,91.1,41.4
Mariposa County California,California,49.2,0.8,1.1,9.2,88.2,49.5
Marlboro County South Carolina,South Carolina,47.3,50.9,0.3,2.8,41.4,41.8
Marquette County Michigan,Michigan,49.5,1.7,0.6,1.1,93.8,40.3
Marquette County Wisconsin,Wisconsin,49.3,0.5,0.4,2.5,96.9,48
Marshall County West Virginia,West Virginia,51.2,0.5,0.4,0.8,98,45.6
Marshall County Tennessee,Tennessee,51.1,6.5,0.4,4.5,88.5,39.9
Marshall County Kentucky,Kentucky,50.8,0.2,0.3,1.1,98.3,45.3
Marshall County Alabama,Alabama,50.7,1.6,0.5,12.1,87.6,39.6
Marshall County Illinois,Illinois,50.7,0.3,0.4,2.5,97.1,45.8
Marshall County Indiana,Indiana,50.5,0.5,0.5,8.4,93.5,39.7
Marshall County Kansas,Kansas,50.5,0.3,0.2,1.9,97.4,46
Marshall County Mississippi,Mississippi,50.5,46.9,0.2,3.2,50.1,39.3
Marshall County Oklahoma,Oklahoma,49.9,1.5,0.2,14,73.8,44.9
Marshall County Iowa,Iowa,49.7,1.7,1.3,17.3,88.7,40.8
Marshall County Minnesota,Minnesota,49.3,0.3,0.2,3.6,96.6,45
Marshall County South Dakota,South Dakota,45.9,0.2,0.2,6.8,85.4,46.7
Martin County North Carolina,North Carolina,53.3,43.5,0.3,3.1,53.1,45.1
Martin County Minnesota,Minnesota,50.9,0.3,0.5,3.6,96.7,47.1
Martin County Florida,Florida,50.5,5.4,1.1,12.2,87.3,51.3
Martin County Texas,Texas,49.8,1.6,0.3,43.5,84.7,35.9
Martin County Indiana,Indiana,49.5,0.1,0.3,0.7,98.4,43
Martin County Kentucky,Kentucky,44.7,6.9,0.2,3,92,40.4
Martinsville city Virginia,Virginia,54.5,45,0.9,4,49.9,45.3
Mason County West Virginia,West Virginia,51.9,0.6,0.3,0.4,97.7,43.3
Mason County Kentucky,Kentucky,51.8,6.4,0.6,1.4,90.3,41.7
Mason County Illinois,Illinois,50.9,0.4,0.3,0.8,98.1,44.9
Mason County Texas,Texas,50.7,0.4,0.2,21.5,93,49.8
Mason County Michigan,Michigan,50.6,0.6,0.5,4,94.8,46.2
Mason County Washington,Washington,48.3,1.1,1.2,8,86.1,46.1
Massac County Illinois,Illinois,52.2,5.9,0.3,1.9,91,43.2
Matagorda County Texas,Texas,50,11.4,2,38.3,71.2,39.2
Matanuska-Susitna Borough Alaska,Alaska,48.3,1,1.2,3.7,84.9,34.8
Mathews County Virginia,Virginia,51.4,9.2,0.3,1.2,88,51
Maui County Hawaii,Hawaii,49.9,0.6,28.8,10.1,34.4,40.3
Maunabo Municipio Puerto Rico,Puerto Rico,50.6,30.4,0.1,99.2,47.9,39
Maury County Tennessee,Tennessee,51.6,12.5,0.6,4.8,82.4,39.8
Maverick County Texas,Texas,51.2,0.2,0.3,95.7,91.4,32.2
Mayag’_ez Municipi Puerto Rico,Puerto Rico,52,8.2,0.2,98.9,78.7,40.4
Mayes County Oklahoma,Oklahoma,50.1,0.4,0.4,2.7,68,40.2
McClain County Oklahoma,Oklahoma,50.4,0.7,0.4,7,84.5,39
McCone County Montana,Montana,48.7,0.2,0.1,0.7,98,48.8
McCook County South Dakota,South Dakota,50,0.1,0.1,1.8,98,44.3
McCormick County South Carolina,South Carolina,45.7,49.7,0.3,0.8,48.7,53.2
McCracken County Kentucky,Kentucky,52,11,0.8,2.1,85,43.6
McCreary County Kentucky,Kentucky,45.7,5.5,0.1,2.1,91.4,39.1
McCulloch County Texas,Texas,51,1.9,0.4,29.9,83.9,44.8
McCurtain County Oklahoma,Oklahoma,51,8.7,0.3,4.7,67.1,39.7
McDonald County Missouri,Missouri,49.5,0.6,0.8,11.2,85,37.3
McDonough County Illinois,Illinois,49.9,5,1.8,2.7,90.4,31.8
McDowell County West Virginia,West Virginia,50.5,9.5,0.1,0.4,89.1,45.3
McDowell County North Carolina,North Carolina,50,3.8,0.8,5.3,90.6,43.3
McDuffie County Georgia,Georgia,53.1,39.8,0.3,2.2,57.2,39.6
McHenry County Illinois,Illinois,50.1,1.1,2.5,11.4,90.1,38.8
McHenry County North Dakota,North Dakota,48.2,0.1,0.3,1.5,97.8,47.6
McIntosh County Georgia,Georgia,51.2,35.9,0.3,1.6,61.5,44.8
McIntosh County North Dakota,North Dakota,51.1,0.2,0.4,1.4,98.1,55.6
McIntosh County Oklahoma,Oklahoma,50.6,3.2,0.3,1.9,70.3,47.7
McKean County Pennsylvania,Pennsylvania,49,2.4,0.4,1.7,95.9,43.4
McKenzie County North Dakota,North Dakota,48.4,0.1,0.3,2.2,75.3,39.5
McKinley County New Mexico,New Mexico,51.6,0.5,0.8,13.3,15.2,32.4
McLean County Illinois,Illinois,51.4,7.3,4.3,4.4,84.3,32.6
McLean County Kentucky,Kentucky,50.9,0.6,0.1,1.1,97.6,42.3
McLean County North Dakota,North Dakota,49.2,0.1,0.1,1.2,91,50.2
McLennan County Texas,Texas,51.4,14.8,1.4,23.6,69.8,34.1
McLeod County Minnesota,Minnesota,50.1,0.5,0.7,4.9,95.9,40.6
McMinn County Tennessee,Tennessee,51.4,4,0.7,2.8,91.7,42.7
McMullen County Texas,Texas,48.1,1.1,0.4,36.9,90.9,49.2
McNairy County Tennessee,Tennessee,50.9,5.9,0.2,1.5,91.8,42.9
McPherson County South Dakota,South Dakota,51.1,0,0.2,1,98.2,52.3
McPherson County Kansas,Kansas,50.9,1,0.5,3.5,95.1,43.2
McPherson County Nebraska,Nebraska,48.6,0.4,0,0.4,98.1,45.2
Meade County Kentucky,Kentucky,49.9,3.3,0.6,3,92.4,35.4
Meade County Kansas,Kansas,49.2,0.7,0.4,14.8,92.7,40.1
Meade County South Dakota,South Dakota,49,1.3,0.6,3,92,37.2
Meagher County Montana,Montana,49.4,0.1,0.3,1.5,97.9,50.5
Mecklenburg County North Carolina,North Carolina,51.6,30.8,4.6,12.2,55.3,34.9
Mecklenburg County Virginia,Virginia,50.4,36.8,0.7,2.5,59.9,47.9
Mecosta County Michigan,Michigan,49.8,2.5,0.7,1.7,93.7,36.5
Medina County Ohio,Ohio,50.7,1.2,1,1.6,96.1,41.2
Medina County Texas,Texas,48.6,2.2,0.6,49.7,85.6,40.2
Meeker County Minnesota,Minnesota,49.2,0.3,0.3,3.3,97.3,42
Meigs County Ohio,Ohio,50.9,0.9,0.2,0.5,97.4,41.7
Meigs County Tennessee,Tennessee,50.3,1,0.2,1.5,96.5,43.5
Mellette County South Dakota,South Dakota,48.8,0.1,0.2,1.5,39.7,34.4
Menard County Illinois,Illinois,51.3,0.6,0.2,1,97.5,43.6
Menard County Texas,Texas,49.5,0.6,0.1,35.2,82.4,51
Mendocino County California,California,49.9,0.7,1.7,22.2,76.5,43.3
Menifee County Kentucky,Kentucky,50.1,1.8,0.1,0.8,96.5,41.8
Menominee County Wisconsin,Wisconsin,50.4,0.4,0,4.2,10.7,33
Menominee County Michigan,Michigan,49.7,0.3,0.3,1.2,95.3,47.2
Merced County California,California,49.7,3.9,7.4,54.9,58,30.5
Mercer County West Virginia,West Virginia,52.2,6.1,0.5,0.8,91.6,44.1
Mercer County New Jersey,New Jersey,51.2,20.3,8.9,15.1,61.4,39.2
Mercer County Kentucky,Kentucky,51.2,3.6,0.4,2.3,92.8,43.4
Mercer County Pennsylvania,Pennsylvania,51,5.8,0.6,1.1,91.6,44.4
Mercer County Illinois,Illinois,50.6,0.3,0.3,1.9,98.3,44.5
Mercer County Ohio,Ohio,50,0.2,0.4,1.5,97.4,40.7
Mercer County Missouri,Missouri,49.7,0.2,0.5,0.7,97.8,44.2
Mercer County North Dakota,North Dakota,48.4,0.2,0.3,1.4,95.6,47
Meriwether County Georgia,Georgia,52.3,39.1,0.6,1.6,57.9,42.2
Merrick County Nebraska,Nebraska,50.5,0.2,0.8,3.5,96.2,43
Merrimack County New Hampshire,New Hampshire,50.8,1,1.6,1.6,95.3,42.5
Mesa County Colorado,Colorado,50.3,0.6,0.8,13.3,89.4,39.6
Metcalfe County Kentucky,Kentucky,50.4,1.5,0.1,1.1,96.8,42
Miami County Ohio,Ohio,50.8,2,1.2,1.3,94.4,41.9
Miami County Kansas,Kansas,50.6,1.3,0.4,2.5,95.2,40.1
